dataset,case_id,family,go2_mode,resume_action,completed_evaluable,go2_readiness_lsim_metadata_enabled,source_aware_go2_readiness_lsim_enabled,go2_readiness_first_class_lsim,go2_readiness_lsim_provider_status,go2_readiness_lsim_metadata_count,go2_readiness_lsim_matched_metadata_count,go2_readiness_trace_solver_input,go2_readiness_go2_position_truth_claim,go2_readiness_go2_yaw_truth_claim
BY3,BY3_D_position_spike_027,position_spike,G05_GO2_FULL_AUX,SKIP_ALREADY_COMPLETED,True,True,True,True,available,63222,1138,False,False,False
BY3,BY3_D_position_spike_028,position_spike,G03_GO2_READINESS_ONLY,SKIP_ALREADY_COMPLETED,True,True,True,True,available,63222,575,False,False,False
BY3,BY3_D_position_spike_028,position_spike,G05_GO2_FULL_AUX,SKIP_ALREADY_COMPLETED,True,True,True,True,available,63222,1139,False,False,False
BY3,BY3_D_position_spike_029,position_spike,G03_GO2_READINESS_ONLY,SKIP_ALREADY_COMPLETED,True,True,True,True,available,63222,570,False,False,False
BY3,BY3_D_position_spike_029,position_spike,G05_GO2_FULL_AUX,SKIP_ALREADY_COMPLETED,True,True,True,True,available,63222,1138,False,False,False
BY3,BY3_D_position_spike_030,position_spike,G03_GO2_READINESS_ONLY,SKIP_ALREADY_COMPLETED,True,True,True,True,available,63222,572,False,False,False
BY3,BY3_D_position_spike_030,position_spike,G05_GO2_FULL_AUX,SKIP_ALREADY_COMPLETED,True,True,True,True,available,63222,1140,False,False,False
BY3,BY3_E_position_std_inflation_001,position_std,G03_GO2_READINESS_ONLY,SKIP_ALREADY_COMPLETED,True,True,True,True,available,63222,591,False,False,False
BY3,BY3_E_position_std_inflation_001,position_std,G05_GO2_FULL_AUX,SKIP_ALREADY_COMPLETED,True,True,True,True,available,63222,1161,False,False,False
BY3,BY3_E_position_std_inflation_002,position_std,G03_GO2_READINESS_ONLY,SKIP_ALREADY_COMPLETED,True,True,True,True,available,63222,601,False,False,False
BY3,BY3_E_position_std_inflation_002,position_std,G05_GO2_FULL_AUX,SKIP_ALREADY_COMPLETED,True,True,True,True,available,63222,1138,False,False,False
BY3,BY3_E_position_std_inflation_003,position_std,G03_GO2_READINESS_ONLY,SKIP_ALREADY_COMPLETED,True,True,True,True,available,63222,570,False,False,False
BY3,BY3_E_position_std_inflation_003,position_std,G05_GO2_FULL_AUX,SKIP_ALREADY_COMPLETED,True,True,True,True,available,63222,1138,False,False,False
BY3,BY3_H_dual_yaw_noise_001,yaw_noise,G03_GO2_READINESS_ONLY,SKIP_ALREADY_COMPLETED,True,True,True,True,available,63222,571,False,False,False
BY3,BY3_H_dual_yaw_noise_001,yaw_noise,G05_GO2_FULL_AUX,SKIP_ALREADY_COMPLETED,True,True,True,True,available,63222,1138,False,False,False
BY3,BY3_H_dual_yaw_noise_002,yaw_noise,G03_GO2_READINESS_ONLY,SKIP_ALREADY_COMPLETED,True,True,True,True,available,63222,570,False,False,False
BY3,BY3_H_dual_yaw_noise_002,yaw_noise,G05_GO2_FULL_AUX,SKIP_ALREADY_COMPLETED,True,True,True,True,available,63222,1138,False,False,False
BY3,BY3_H_dual_yaw_noise_003,yaw_noise,G03_GO2_READINESS_ONLY,SKIP_ALREADY_COMPLETED,True,True,True,True,available,63222,570,False,False,False
BY3,BY3_H_dual_yaw_noise_003,yaw_noise,G05_GO2_FULL_AUX,SKIP_ALREADY_COMPLETED,True,True,True,True,available,63222,1138,False,False,False
BY3,BY3_H_dual_yaw_noise_004,yaw_noise,G03_GO2_READINESS_ONLY,RERUN_PARTIAL_OR_CORRUPTED,False,True,True,True,available,63222,570,False,False,False
BY3,BY3_H_dual_yaw_noise_004,yaw_noise,G05_GO2_FULL_AUX,RERUN_PARTIAL_OR_CORRUPTED,False,,,,,,,,,
BY3,BY3_H_dual_yaw_noise_005,yaw_noise,G03_GO2_READINESS_ONLY,RERUN_PARTIAL_OR_CORRUPTED,False,,,,,,,,,
BY3,BY3_H_dual_yaw_noise_005,yaw_noise,G05_GO2_FULL_AUX,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_H_dual_yaw_noise_006,yaw_noise,G03_GO2_READINESS_ONLY,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_H_dual_yaw_noise_006,yaw_noise,G05_GO2_FULL_AUX,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_H_dual_yaw_noise_007,yaw_noise,G03_GO2_READINESS_ONLY,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_H_dual_yaw_noise_007,yaw_noise,G05_GO2_FULL_AUX,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_H_dual_yaw_noise_008,yaw_noise,G03_GO2_READINESS_ONLY,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_H_dual_yaw_noise_008,yaw_noise,G05_GO2_FULL_AUX,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_H_dual_yaw_noise_009,yaw_noise,G03_GO2_READINESS_ONLY,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_H_dual_yaw_noise_009,yaw_noise,G05_GO2_FULL_AUX,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_H_dual_yaw_noise_010,yaw_noise,G03_GO2_READINESS_ONLY,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_H_dual_yaw_noise_010,yaw_noise,G05_GO2_FULL_AUX,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_H_dual_yaw_noise_011,yaw_noise,G03_GO2_READINESS_ONLY,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_H_dual_yaw_noise_011,yaw_noise,G05_GO2_FULL_AUX,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_H_dual_yaw_noise_012,yaw_noise,G03_GO2_READINESS_ONLY,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_H_dual_yaw_noise_012,yaw_noise,G05_GO2_FULL_AUX,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_H_dual_yaw_noise_013,yaw_noise,G03_GO2_READINESS_ONLY,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_H_dual_yaw_noise_013,yaw_noise,G05_GO2_FULL_AUX,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_H_dual_yaw_noise_014,yaw_noise,G03_GO2_READINESS_ONLY,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_H_dual_yaw_noise_014,yaw_noise,G05_GO2_FULL_AUX,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_H_dual_yaw_noise_015,yaw_noise,G03_GO2_READINESS_ONLY,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_H_dual_yaw_noise_015,yaw_noise,G05_GO2_FULL_AUX,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_H_dual_yaw_noise_016,yaw_noise,G03_GO2_READINESS_ONLY,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_H_dual_yaw_noise_016,yaw_noise,G05_GO2_FULL_AUX,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_H_dual_yaw_noise_017,yaw_noise,G03_GO2_READINESS_ONLY,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_H_dual_yaw_noise_017,yaw_noise,G05_GO2_FULL_AUX,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_H_dual_yaw_noise_018,yaw_noise,G03_GO2_READINESS_ONLY,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_H_dual_yaw_noise_018,yaw_noise,G05_GO2_FULL_AUX,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_H_dual_yaw_noise_019,yaw_noise,G03_GO2_READINESS_ONLY,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_H_dual_yaw_noise_019,yaw_noise,G05_GO2_FULL_AUX,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_H_dual_yaw_noise_020,yaw_noise,G03_GO2_READINESS_ONLY,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_H_dual_yaw_noise_020,yaw_noise,G05_GO2_FULL_AUX,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_H_dual_yaw_noise_021,yaw_noise,G03_GO2_READINESS_ONLY,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_H_dual_yaw_noise_021,yaw_noise,G05_GO2_FULL_AUX,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_H_dual_yaw_noise_022,yaw_noise,G03_GO2_READINESS_ONLY,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_H_dual_yaw_noise_022,yaw_noise,G05_GO2_FULL_AUX,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_H_dual_yaw_noise_023,yaw_noise,G03_GO2_READINESS_ONLY,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_H_dual_yaw_noise_023,yaw_noise,G05_GO2_FULL_AUX,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_H_dual_yaw_noise_024,yaw_noise,G03_GO2_READINESS_ONLY,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_H_dual_yaw_noise_024,yaw_noise,G05_GO2_FULL_AUX,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_H_dual_yaw_noise_025,yaw_noise,G03_GO2_READINESS_ONLY,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_H_dual_yaw_noise_025,yaw_noise,G05_GO2_FULL_AUX,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_H_dual_yaw_noise_026,yaw_noise,G03_GO2_READINESS_ONLY,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_H_dual_yaw_noise_026,yaw_noise,G05_GO2_FULL_AUX,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_H_dual_yaw_noise_027,yaw_noise,G03_GO2_READINESS_ONLY,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_H_dual_yaw_noise_027,yaw_noise,G05_GO2_FULL_AUX,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_H_dual_yaw_noise_028,yaw_noise,G03_GO2_READINESS_ONLY,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_H_dual_yaw_noise_028,yaw_noise,G05_GO2_FULL_AUX,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_H_dual_yaw_noise_029,yaw_noise,G03_GO2_READINESS_ONLY,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_H_dual_yaw_noise_029,yaw_noise,G05_GO2_FULL_AUX,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_H_dual_yaw_noise_030,yaw_noise,G03_GO2_READINESS_ONLY,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_H_dual_yaw_noise_030,yaw_noise,G05_GO2_FULL_AUX,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_E_yaw_std_inflation_001,yaw_std,G03_GO2_READINESS_ONLY,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_E_yaw_std_inflation_001,yaw_std,G05_GO2_FULL_AUX,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_E_yaw_std_inflation_002,yaw_std,G03_GO2_READINESS_ONLY,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_E_yaw_std_inflation_002,yaw_std,G05_GO2_FULL_AUX,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_E_yaw_std_inflation_003,yaw_std,G03_GO2_READINESS_ONLY,RERUN_MISSING_ONLY,False,,,,,,,,,
BY3,BY3_E_yaw_std_inflation_003,yaw_std,G05_GO2_FULL_AUX,RERUN_MISSING_ONLY,False,,,,,,,,,
