level,group,method,method_label,metric,reference_method,registered_n,paired_n,difference_median,difference_p95,difference_definition,source,audit_status_R1,audit_status_R2,observer_discrepancy_R2
type,D18,LC01,LC01,up_rmse_m,F02,9,9,0.021708357133943035,0.02170839969635907,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.064295997853154e-14,""up_max_m"":1.3822276656583199e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D18,LC01,LC01,up_rmse_m,F03,9,9,0.02257751638235661,0.022583900306911618,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.064295997853154e-14,""up_max_m"":1.3822276656583199e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D18,LC01,LC01,up_rmse_m,A04,9,9,0.018343975487737252,0.01834839396902299,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.064295997853154e-14,""up_max_m"":1.3822276656583199e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D18,EXT05C,EXT05C,yaw_rmse_deg,F04,9,9,10.125472669858736,10.235116245125093,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.994310809836307e-14,""up_max_m"":1.3988810110276972e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D18,EXT05C,EXT05C,yaw_rmse_deg,F02,9,9,9.779636766170082,9.88948710688045,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.994310809836307e-14,""up_max_m"":1.3988810110276972e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D18,EXT05C,EXT05C,yaw_rmse_deg,F03,9,9,10.09613817583453,10.205824833869189,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.994310809836307e-14,""up_max_m"":1.3988810110276972e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D18,EXT05C,EXT05C,yaw_rmse_deg,A04,9,9,10.125790070184493,10.235373294581064,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.994310809836307e-14,""up_max_m"":1.3988810110276972e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D18,EXT05C,EXT05C,horizontal_rmse_m,F04,9,9,-0.0014231820383050486,0.012691850200854527,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.994310809836307e-14,""up_max_m"":1.3988810110276972e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D18,EXT05C,EXT05C,horizontal_rmse_m,F02,9,9,-0.01207717822606491,0.02175111573917614,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.994310809836307e-14,""up_max_m"":1.3988810110276972e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D18,EXT05C,EXT05C,horizontal_rmse_m,F03,9,9,-0.006286472612231142,0.017104380162700217,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.994310809836307e-14,""up_max_m"":1.3988810110276972e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D18,EXT05C,EXT05C,horizontal_rmse_m,A04,9,9,0.00037402456423030195,0.011053627631006079,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.994310809836307e-14,""up_max_m"":1.3988810110276972e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D18,EXT05C,EXT05C,up_rmse_m,F04,9,9,0.019376332654672757,0.01938315174105152,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.994310809836307e-14,""up_max_m"":1.3988810110276972e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D18,EXT05C,EXT05C,up_rmse_m,F02,9,9,0.022122239712792147,0.02212241690653851,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.994310809836307e-14,""up_max_m"":1.3988810110276972e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D18,EXT05C,EXT05C,up_rmse_m,F03,9,9,0.02299145196910468,0.02299795095433683,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.994310809836307e-14,""up_max_m"":1.3988810110276972e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D18,EXT05C,EXT05C,up_rmse_m,A04,9,9,0.018757911074485323,0.018762444616448205,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.994310809836307e-14,""up_max_m"":1.3988810110276972e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D03,LC01,LC01,yaw_rmse_deg,F04,9,9,1.1115468124979966,1.1209291748346009,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":8,""PASS"":1}","{""PASS"":9}","{""horizontal_max_m"":2.8896526922390535e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D03,LC01,LC01,yaw_rmse_deg,F02,9,9,0.7660617543163415,0.7747391534135607,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":8,""PASS"":1}","{""PASS"":9}","{""horizontal_max_m"":2.8896526922390535e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D03,LC01,LC01,yaw_rmse_deg,F03,9,9,1.082589841164401,1.0916314084903542,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":8,""PASS"":1}","{""PASS"":9}","{""horizontal_max_m"":2.8896526922390535e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D03,LC01,LC01,yaw_rmse_deg,A04,9,9,1.1116380260850671,1.1211428152584886,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":8,""PASS"":1}","{""PASS"":9}","{""horizontal_max_m"":2.8896526922390535e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D03,LC01,LC01,horizontal_rmse_m,F04,9,9,0.765347508551049,1.3720295889441678,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":8,""PASS"":1}","{""PASS"":9}","{""horizontal_max_m"":2.8896526922390535e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D03,LC01,LC01,horizontal_rmse_m,F02,9,9,-0.8810663436766565,0.37564932858910605,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":8,""PASS"":1}","{""PASS"":9}","{""horizontal_max_m"":2.8896526922390535e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D03,LC01,LC01,horizontal_rmse_m,F03,9,9,0.763945014835781,1.366053958851222,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":8,""PASS"":1}","{""PASS"":9}","{""horizontal_max_m"":2.8896526922390535e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D03,LC01,LC01,horizontal_rmse_m,A04,9,9,0.7648165333059472,1.3730288659123764,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":8,""PASS"":1}","{""PASS"":9}","{""horizontal_max_m"":2.8896526922390535e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D03,LC01,LC01,up_rmse_m,F04,9,9,1.3729235022217452,2.090850743138995,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":8,""PASS"":1}","{""PASS"":9}","{""horizontal_max_m"":2.8896526922390535e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D03,LC01,LC01,up_rmse_m,F02,9,9,1.1216830267135343,1.871676371324284,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":8,""PASS"":1}","{""PASS"":9}","{""horizontal_max_m"":2.8896526922390535e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D03,LC01,LC01,up_rmse_m,F03,9,9,1.374255996869195,2.0918046478193637,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":8,""PASS"":1}","{""PASS"":9}","{""horizontal_max_m"":2.8896526922390535e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D03,LC01,LC01,up_rmse_m,A04,9,9,1.369675981947102,2.0892586735734517,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":8,""PASS"":1}","{""PASS"":9}","{""horizontal_max_m"":2.8896526922390535e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D03,EXT05C,EXT05C,yaw_rmse_deg,F04,9,9,10.51755474158913,11.122535785527452,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":8,""PASS"":1}","{""PASS"":9}","{""horizontal_max_m"":3.049939094966671e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D03,EXT05C,EXT05C,yaw_rmse_deg,F02,9,9,10.171790947521615,10.776131503870296,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":8,""PASS"":1}","{""PASS"":9}","{""horizontal_max_m"":3.049939094966671e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D03,EXT05C,EXT05C,yaw_rmse_deg,F03,9,9,10.488237781657562,11.093340716794527,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":8,""PASS"":1}","{""PASS"":9}","{""horizontal_max_m"":3.049939094966671e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D03,EXT05C,EXT05C,yaw_rmse_deg,A04,9,9,10.517782222846309,11.122678052810569,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":8,""PASS"":1}","{""PASS"":9}","{""horizontal_max_m"":3.049939094966671e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D03,EXT05C,EXT05C,horizontal_rmse_m,F04,9,9,0.5358706069191528,0.9061316481525491,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":8,""PASS"":1}","{""PASS"":9}","{""horizontal_max_m"":3.049939094966671e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D03,EXT05C,EXT05C,horizontal_rmse_m,F02,9,9,-1.1811305900471887,0.36075006935138754,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":8,""PASS"":1}","{""PASS"":9}","{""horizontal_max_m"":3.049939094966671e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D03,EXT05C,EXT05C,horizontal_rmse_m,F03,9,9,0.5344681132038848,0.8983782224605731,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":8,""PASS"":1}","{""PASS"":9}","{""horizontal_max_m"":3.049939094966671e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D03,EXT05C,EXT05C,horizontal_rmse_m,A04,9,9,0.535339631674051,0.905249046105935,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":8,""PASS"":1}","{""PASS"":9}","{""horizontal_max_m"":3.049939094966671e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D03,EXT05C,EXT05C,up_rmse_m,F04,9,9,1.3958096510459594,2.1237089370603766,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":8,""PASS"":1}","{""PASS"":9}","{""horizontal_max_m"":3.049939094966671e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D03,EXT05C,EXT05C,up_rmse_m,F02,9,9,1.1445691755377485,1.898974294885956,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":8,""PASS"":1}","{""PASS"":9}","{""horizontal_max_m"":3.049939094966671e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D03,EXT05C,EXT05C,up_rmse_m,F03,9,9,1.3971421456934092,2.1246628417407454,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":8,""PASS"":1}","{""PASS"":9}","{""horizontal_max_m"":3.049939094966671e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D03,EXT05C,EXT05C,up_rmse_m,A04,9,9,1.3925621307713163,2.1221168674948334,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":8,""PASS"":1}","{""PASS"":9}","{""horizontal_max_m"":3.049939094966671e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D04,LC01,LC01,yaw_rmse_deg,F04,9,9,1.1298503856926816,1.3113908634427465,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":9}","{""PASS"":9}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D04,LC01,LC01,yaw_rmse_deg,F02,9,9,0.7835505022015461,0.9621320725452556,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":9}","{""PASS"":9}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D04,LC01,LC01,yaw_rmse_deg,F03,9,9,1.1006126447283504,1.2821366786471002,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":9}","{""PASS"":9}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D04,LC01,LC01,yaw_rmse_deg,A04,9,9,1.1301153317324617,1.3115488557603663,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":9}","{""PASS"":9}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D04,LC01,LC01,horizontal_rmse_m,F04,9,9,3.0210879213350963,7.954693765882269,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":9}","{""PASS"":9}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D04,LC01,LC01,horizontal_rmse_m,F02,9,9,-7.882994005224154,1.677533147092679,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":9}","{""PASS"":9}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D04,LC01,LC01,horizontal_rmse_m,F03,9,9,3.0221772963823645,7.951491895632705,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":9}","{""PASS"":9}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D04,LC01,LC01,horizontal_rmse_m,A04,9,9,3.0127745180617427,7.935394889624298,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":9}","{""PASS"":9}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D04,LC01,LC01,up_rmse_m,F04,9,9,9.122434766988201,11.572101602022162,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":9}","{""PASS"":9}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D04,LC01,LC01,up_rmse_m,F02,9,9,8.561618515659989,10.291909771725244,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":9}","{""PASS"":9}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D04,LC01,LC01,up_rmse_m,F03,9,9,9.139056470078371,11.589913604229087,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":9}","{""PASS"":9}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D04,LC01,LC01,up_rmse_m,A04,9,9,9.087596433851102,11.5616307693338,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":9}","{""PASS"":9}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D04,EXT05C,EXT05C,yaw_rmse_deg,F04,9,9,11.217459794737358,25.562667569476233,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":9}","{""PASS"":9}","{""horizontal_max_m"":3.5704330589399866e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D04,EXT05C,EXT05C,yaw_rmse_deg,F02,9,9,10.872924171707222,25.21601015470271,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":9}","{""PASS"":9}","{""horizontal_max_m"":3.5704330589399866e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D04,EXT05C,EXT05C,yaw_rmse_deg,F03,9,9,11.188339500010697,25.533534097619313,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":9}","{""PASS"":9}","{""horizontal_max_m"":3.5704330589399866e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D04,EXT05C,EXT05C,yaw_rmse_deg,A04,9,9,11.217547720253673,25.562904787627343,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":9}","{""PASS"":9}","{""horizontal_max_m"":3.5704330589399866e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D04,EXT05C,EXT05C,horizontal_rmse_m,F04,9,9,3.3002035850781635,8.68198693788473,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":9}","{""PASS"":9}","{""horizontal_max_m"":3.5704330589399866e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D04,EXT05C,EXT05C,horizontal_rmse_m,F02,9,9,-7.202941630108148,0.6310958013777523,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":9}","{""PASS"":9}","{""horizontal_max_m"":3.5704330589399866e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D04,EXT05C,EXT05C,horizontal_rmse_m,F03,9,9,3.30280604505016,8.689397083215923,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":9}","{""PASS"":9}","{""horizontal_max_m"":3.5704330589399866e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D04,EXT05C,EXT05C,horizontal_rmse_m,A04,9,9,3.286498696135761,8.666224089437181,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":9}","{""PASS"":9}","{""horizontal_max_m"":3.5704330589399866e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D04,EXT05C,EXT05C,up_rmse_m,F04,9,9,9.098573376999976,11.649587025206099,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":9}","{""PASS"":9}","{""horizontal_max_m"":3.5704330589399866e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D04,EXT05C,EXT05C,up_rmse_m,F02,9,9,8.651391728755891,10.369395194909181,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":9}","{""PASS"":9}","{""horizontal_max_m"":3.5704330589399866e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D04,EXT05C,EXT05C,up_rmse_m,F03,9,9,9.115195080090146,11.667399027413024,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":9}","{""PASS"":9}","{""horizontal_max_m"":3.5704330589399866e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D04,EXT05C,EXT05C,up_rmse_m,A04,9,9,9.063735043862877,11.639116192517736,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":9}","{""PASS"":9}","{""horizontal_max_m"":3.5704330589399866e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D43,LC01,LC01,yaw_rmse_deg,F04,9,9,1.1210162887297224,1.1386318024581108,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.852900207884354e-14,""up_max_m"":1.3874318360862503e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D43,LC01,LC01,yaw_rmse_deg,F02,9,9,0.7628752042510945,0.7628752042510945,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.852900207884354e-14,""up_max_m"":1.3874318360862503e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D43,LC01,LC01,yaw_rmse_deg,F03,9,9,1.0731020600092922,1.1095755319307499,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.852900207884354e-14,""up_max_m"":1.3874318360862503e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D43,LC01,LC01,yaw_rmse_deg,A04,9,9,1.1026153794937257,1.1387701695022607,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.852900207884354e-14,""up_max_m"":1.3874318360862503e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D43,LC01,LC01,horizontal_rmse_m,F04,9,9,-0.006400274192919456,-0.005070712669123973,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.852900207884354e-14,""up_max_m"":1.3874318360862503e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D43,LC01,LC01,horizontal_rmse_m,F02,9,9,-0.004373901918778067,-0.004373901918778067,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.852900207884354e-14,""up_max_m"":1.3874318360862503e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D43,LC01,LC01,horizontal_rmse_m,F03,9,9,-0.017110742072272936,-0.014158829724961998,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.852900207884354e-14,""up_max_m"":1.3874318360862503e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D43,LC01,LC01,horizontal_rmse_m,A04,9,9,-0.00977646423666248,-0.007142558800006405,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.852900207884354e-14,""up_max_m"":1.3874318360862503e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D43,LC01,LC01,up_rmse_m,F04,9,9,-0.0028080400447803924,-0.0014500127108080883,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.852900207884354e-14,""up_max_m"":1.3874318360862503e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D43,LC01,LC01,up_rmse_m,F02,9,9,0.0025958961248767898,0.0025958961248767898,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.852900207884354e-14,""up_max_m"":1.3874318360862503e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D43,LC01,LC01,up_rmse_m,F03,9,9,-0.008054352394838968,-0.006358696533382053,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.852900207884354e-14,""up_max_m"":1.3874318360862503e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D43,LC01,LC01,up_rmse_m,A04,9,9,-0.009174877243059043,-0.007586912732888701,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.852900207884354e-14,""up_max_m"":1.3874318360862503e-14,""yaw_max_deg"":4.092726157978177e-12}"
