level,group,method,method_label,metric,reference_method,registered_n,paired_n,difference_median,difference_p95,difference_definition,source,audit_status_R1,audit_status_R2,observer_discrepancy_R2
type,D50,EXT05C,EXT05C,yaw_rmse_deg,A04,9,9,10.162169192721063,10.163841591279354,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D50,EXT05C,EXT05C,horizontal_rmse_m,F04,9,9,-0.010729166801643514,-0.009903167633618797,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D50,EXT05C,EXT05C,horizontal_rmse_m,F02,9,9,-0.014171060435486077,-0.014171060435486077,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D50,EXT05C,EXT05C,horizontal_rmse_m,F03,9,9,-0.01216951095325254,-0.01216951095325254,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D50,EXT05C,EXT05C,horizontal_rmse_m,A04,9,9,-0.01017768739143736,-0.008728069751576034,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D50,EXT05C,EXT05C,up_rmse_m,F04,9,9,0.0075723748119524426,0.0076708190198259115,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D50,EXT05C,EXT05C,up_rmse_m,F02,9,9,0.008401530162501614,0.008401530162501614,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D50,EXT05C,EXT05C,up_rmse_m,F03,9,9,0.00859629261200228,0.00859629261200228,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D50,EXT05C,EXT05C,up_rmse_m,A04,9,9,0.006635287311328099,0.006714760143827858,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D57,LC01,LC01,yaw_rmse_deg,F04,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.082501601277358e-14,""up_max_m"":1.412064909445121e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D57,LC01,LC01,yaw_rmse_deg,F02,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.082501601277358e-14,""up_max_m"":1.412064909445121e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D57,LC01,LC01,yaw_rmse_deg,F03,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.082501601277358e-14,""up_max_m"":1.412064909445121e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D57,LC01,LC01,yaw_rmse_deg,A04,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.082501601277358e-14,""up_max_m"":1.412064909445121e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D57,LC01,LC01,horizontal_rmse_m,F04,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.082501601277358e-14,""up_max_m"":1.412064909445121e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D57,LC01,LC01,horizontal_rmse_m,F02,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.082501601277358e-14,""up_max_m"":1.412064909445121e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D57,LC01,LC01,horizontal_rmse_m,F03,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.082501601277358e-14,""up_max_m"":1.412064909445121e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D57,LC01,LC01,horizontal_rmse_m,A04,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.082501601277358e-14,""up_max_m"":1.412064909445121e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D57,LC01,LC01,up_rmse_m,F04,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.082501601277358e-14,""up_max_m"":1.412064909445121e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D57,LC01,LC01,up_rmse_m,F02,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.082501601277358e-14,""up_max_m"":1.412064909445121e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D57,LC01,LC01,up_rmse_m,F03,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.082501601277358e-14,""up_max_m"":1.412064909445121e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D57,LC01,LC01,up_rmse_m,A04,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.082501601277358e-14,""up_max_m"":1.412064909445121e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D57,EXT05C,EXT05C,yaw_rmse_deg,F04,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.005631534832773e-14,""up_max_m"":1.3322676295501878e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D57,EXT05C,EXT05C,yaw_rmse_deg,F02,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.005631534832773e-14,""up_max_m"":1.3322676295501878e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D57,EXT05C,EXT05C,yaw_rmse_deg,F03,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.005631534832773e-14,""up_max_m"":1.3322676295501878e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D57,EXT05C,EXT05C,yaw_rmse_deg,A04,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.005631534832773e-14,""up_max_m"":1.3322676295501878e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D57,EXT05C,EXT05C,horizontal_rmse_m,F04,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.005631534832773e-14,""up_max_m"":1.3322676295501878e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D57,EXT05C,EXT05C,horizontal_rmse_m,F02,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.005631534832773e-14,""up_max_m"":1.3322676295501878e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D57,EXT05C,EXT05C,horizontal_rmse_m,F03,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.005631534832773e-14,""up_max_m"":1.3322676295501878e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D57,EXT05C,EXT05C,horizontal_rmse_m,A04,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.005631534832773e-14,""up_max_m"":1.3322676295501878e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D57,EXT05C,EXT05C,up_rmse_m,F04,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.005631534832773e-14,""up_max_m"":1.3322676295501878e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D57,EXT05C,EXT05C,up_rmse_m,F02,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.005631534832773e-14,""up_max_m"":1.3322676295501878e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D57,EXT05C,EXT05C,up_rmse_m,F03,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.005631534832773e-14,""up_max_m"":1.3322676295501878e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D57,EXT05C,EXT05C,up_rmse_m,A04,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.005631534832773e-14,""up_max_m"":1.3322676295501878e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D62,LC01,LC01,yaw_rmse_deg,F04,18,18,1.1128795422728133,1.1896360630081253,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D62,LC01,LC01,yaw_rmse_deg,F02,18,18,0.7662657510667148,0.8412359130835686,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D62,LC01,LC01,yaw_rmse_deg,F03,18,18,1.083242477618529,1.1593490922891148,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D62,LC01,LC01,yaw_rmse_deg,A04,18,18,1.1131503439812032,1.1898801376606205,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D62,LC01,LC01,horizontal_rmse_m,F04,18,18,1.1875448723538424,7.494125632424867,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D62,LC01,LC01,horizontal_rmse_m,F02,18,18,-1.4943558455133168,1.6062287776759292,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D62,LC01,LC01,horizontal_rmse_m,F03,18,18,-1.4318166465855158,1.7701375592440183,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D62,LC01,LC01,horizontal_rmse_m,A04,18,18,1.1867196371938318,7.485650136732693,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D62,LC01,LC01,up_rmse_m,F04,18,18,3.9672239926173667,10.135957416317124,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D62,LC01,LC01,up_rmse_m,F02,18,18,4.262134954272684,10.14386318235594,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D62,LC01,LC01,up_rmse_m,F03,18,18,4.300068094317735,10.269624843903378,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D62,LC01,LC01,up_rmse_m,A04,18,18,3.963993303282381,10.131129283097035,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D62,EXT05C,EXT05C,yaw_rmse_deg,F04,18,18,10.54480569928553,16.75308284572472,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.5704330589399866e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D62,EXT05C,EXT05C,yaw_rmse_deg,F02,18,18,10.19858611452616,16.40326856198641,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.5704330589399866e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D62,EXT05C,EXT05C,yaw_rmse_deg,F03,18,18,10.515278824294152,16.721395115464194,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.5704330589399866e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D62,EXT05C,EXT05C,yaw_rmse_deg,A04,18,18,10.54488692150889,16.75338546654829,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.5704330589399866e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D62,EXT05C,EXT05C,horizontal_rmse_m,F04,18,18,1.2313113962535776,7.657329363104918,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.5704330589399866e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D62,EXT05C,EXT05C,horizontal_rmse_m,F02,18,18,-1.8721813995720726,0.5762080895314166,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.5704330589399866e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D62,EXT05C,EXT05C,horizontal_rmse_m,F03,18,18,-1.7615075405784282,0.7401168710995056,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.5704330589399866e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D62,EXT05C,EXT05C,horizontal_rmse_m,A04,18,18,1.2303424452636773,7.649597027582704,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.5704330589399866e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D62,EXT05C,EXT05C,up_rmse_m,F04,18,18,4.00415789082692,10.184753005124362,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.5704330589399866e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D62,EXT05C,EXT05C,up_rmse_m,F02,18,18,4.299068852482238,10.272990307417937,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.5704330589399866e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D62,EXT05C,EXT05C,up_rmse_m,F03,18,18,4.337001992527288,10.378780592697305,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.5704330589399866e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D62,EXT05C,EXT05C,up_rmse_m,A04,18,18,4.000927201491934,10.179924871904273,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.5704330589399866e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D62,LC01-BR,改动过的 LC01,yaw_rmse_deg,F04,18,18,1.1108442030618004,1.1304725425317745,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv,"{""FAIL"":18}","{""PASS"":18}","{""horizontal_max_m"":3.1776437161565096e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D62,LC01-BR,改动过的 LC01,yaw_rmse_deg,F02,18,18,0.7638492771350345,0.7830761153056465,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv,"{""FAIL"":18}","{""PASS"":18}","{""horizontal_max_m"":3.1776437161565096e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D62,LC01-BR,改动过的 LC01,yaw_rmse_deg,F03,18,18,1.0804683859546764,1.1014802486888866,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv,"{""FAIL"":18}","{""PASS"":18}","{""horizontal_max_m"":3.1776437161565096e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D62,LC01-BR,改动过的 LC01,yaw_rmse_deg,A04,18,18,1.1107988259087245,1.1307192418352314,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv,"{""FAIL"":18}","{""PASS"":18}","{""horizontal_max_m"":3.1776437161565096e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D62,LC01-BR,改动过的 LC01,horizontal_rmse_m,F04,18,18,2.601179396632962,7.902508339576313,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv,"{""FAIL"":18}","{""PASS"":18}","{""horizontal_max_m"":3.1776437161565096e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D62,LC01-BR,改动过的 LC01,horizontal_rmse_m,F02,18,18,-1.2864771893294367,1.4236470825428393,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv,"{""FAIL"":18}","{""PASS"":18}","{""horizontal_max_m"":3.1776437161565096e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D62,LC01-BR,改动过的 LC01,horizontal_rmse_m,F03,18,18,-1.242566564465187,1.432100226616435,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv,"{""FAIL"":18}","{""PASS"":18}","{""horizontal_max_m"":3.1776437161565096e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D62,LC01-BR,改动过的 LC01,horizontal_rmse_m,A04,18,18,2.598092558301068,7.898005362093141,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv,"{""FAIL"":18}","{""PASS"":18}","{""horizontal_max_m"":3.1776437161565096e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D62,LC01-BR,改动过的 LC01,up_rmse_m,F04,18,18,4.051522251325292,10.411852996132911,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv,"{""FAIL"":18}","{""PASS"":18}","{""horizontal_max_m"":3.1776437161565096e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D62,LC01-BR,改动过的 LC01,up_rmse_m,F02,18,18,4.346433212980609,10.503835206733111,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv,"{""FAIL"":18}","{""PASS"":18}","{""horizontal_max_m"":3.1776437161565096e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D62,LC01-BR,改动过的 LC01,up_rmse_m,F03,18,18,4.38436635302566,10.605880583705854,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv,"{""FAIL"":18}","{""PASS"":18}","{""horizontal_max_m"":3.1776437161565096e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D62,LC01-BR,改动过的 LC01,up_rmse_m,A04,18,18,4.048291561990307,10.407024862912822,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv,"{""FAIL"":18}","{""PASS"":18}","{""horizontal_max_m"":3.1776437161565096e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D61,LC01,LC01,yaw_rmse_deg,F04,18,18,1.113681969989814,1.1823222820463082,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D61,LC01,LC01,yaw_rmse_deg,F02,18,18,0.7479179471938098,0.8251698901983573,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D61,LC01,LC01,yaw_rmse_deg,F03,18,18,1.0839811858436388,1.1614055014876388,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D61,LC01,LC01,yaw_rmse_deg,A04,18,18,1.1134214653446075,1.1812120549681644,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D61,LC01,LC01,horizontal_rmse_m,F04,18,18,-1.4400451923547024,0.3410004461597914,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D61,LC01,LC01,horizontal_rmse_m,F02,18,18,-1.4952554530536366,1.548163280856435,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D61,LC01,LC01,horizontal_rmse_m,F03,18,18,-1.4320350311523256,1.7399821771777588,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D61,LC01,LC01,horizontal_rmse_m,A04,18,18,-1.3845769432984536,0.33530065069797593,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
