level,group,method,method_label,metric,reference_method,registered_n,paired_n,difference_median,difference_p95,difference_definition,source
family,航向噪声,EXT05C,EXT05C,horizontal_rmse_m,F04,27,27,-0.010056386842525425,-0.009087635835862347,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,航向噪声,EXT05C,EXT05C,horizontal_rmse_m,F02,27,27,-0.014101017580112632,-0.013546708952588145,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,航向噪声,EXT05C,EXT05C,horizontal_rmse_m,F03,27,27,-0.012076117332595837,-0.011160151459658738,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,航向噪声,EXT05C,EXT05C,horizontal_rmse_m,A04,27,27,-0.009055472921796953,-0.008100461914835072,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,航向噪声,EXT05C,EXT05C,up_rmse_m,F04,27,27,0.007474718161796394,0.007478268918919567,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,航向噪声,EXT05C,EXT05C,up_rmse_m,F02,27,27,0.008402765143987946,0.00840762352462386,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,航向噪声,EXT05C,EXT05C,up_rmse_m,F03,27,27,0.008597615910830601,0.008604538001792597,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,航向噪声,EXT05C,EXT05C,up_rmse_m,A04,27,27,0.006451593901701892,0.006454996519245692,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,航向中断,LC01,LC01,yaw_rmse_deg,F04,18,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,航向中断,LC01,LC01,yaw_rmse_deg,F02,18,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,航向中断,LC01,LC01,yaw_rmse_deg,F03,18,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,航向中断,LC01,LC01,yaw_rmse_deg,A04,18,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,航向中断,LC01,LC01,horizontal_rmse_m,F04,18,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,航向中断,LC01,LC01,horizontal_rmse_m,F02,18,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,航向中断,LC01,LC01,horizontal_rmse_m,F03,18,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,航向中断,LC01,LC01,horizontal_rmse_m,A04,18,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,航向中断,LC01,LC01,up_rmse_m,F04,18,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,航向中断,LC01,LC01,up_rmse_m,F02,18,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,航向中断,LC01,LC01,up_rmse_m,F03,18,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,航向中断,LC01,LC01,up_rmse_m,A04,18,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,航向中断,EXT05C,EXT05C,yaw_rmse_deg,F04,18,9,10.137095290005439,10.211488652970813,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,航向中断,EXT05C,EXT05C,yaw_rmse_deg,F02,18,9,9.74660729675292,9.85547542773072,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,航向中断,EXT05C,EXT05C,yaw_rmse_deg,F03,18,9,10.106110873413488,10.184405619192166,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,航向中断,EXT05C,EXT05C,yaw_rmse_deg,A04,18,9,10.137181260007814,10.211141993146054,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,航向中断,EXT05C,EXT05C,horizontal_rmse_m,F04,18,9,-0.010132709395985068,-0.009897401859049294,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,航向中断,EXT05C,EXT05C,horizontal_rmse_m,F02,18,9,-0.01401256882289982,-0.013610736165142679,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,航向中断,EXT05C,EXT05C,horizontal_rmse_m,F03,18,9,-0.012135767274728149,-0.011775502766108826,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,航向中断,EXT05C,EXT05C,horizontal_rmse_m,A04,18,9,-0.009172433004676808,-0.008983637304649522,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,航向中断,EXT05C,EXT05C,up_rmse_m,F04,18,9,0.007473947286739321,0.0074750730798096255,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,航向中断,EXT05C,EXT05C,up_rmse_m,F02,18,9,0.008401748688336041,0.008402518278475896,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,航向中断,EXT05C,EXT05C,up_rmse_m,F03,18,9,0.008596357466745058,0.008597288177516097,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,航向中断,EXT05C,EXT05C,up_rmse_m,A04,18,9,0.006451006470233681,0.0064680635209884985,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,多普勒,LC01,LC01,yaw_rmse_deg,F04,27,27,1.1087394164235715,1.1108773717223095,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,多普勒,LC01,LC01,yaw_rmse_deg,F02,27,27,0.7628752042510945,0.7628752042510945,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,多普勒,LC01,LC01,yaw_rmse_deg,F03,27,27,1.0792364101850311,1.0792364101850311,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,多普勒,LC01,LC01,yaw_rmse_deg,A04,27,27,1.1084574611982143,1.111395862924838,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,多普勒,LC01,LC01,horizontal_rmse_m,F04,27,27,-0.00040901738535797927,-0.00012911432736850974,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,多普勒,LC01,LC01,horizontal_rmse_m,F02,27,27,-0.004373901918778067,-0.004373901918778067,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,多普勒,LC01,LC01,horizontal_rmse_m,F03,27,27,-0.002372352436544531,-0.002372352436544531,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,多普勒,LC01,LC01,horizontal_rmse_m,A04,27,27,0.0005910691136837148,0.000995607837677212,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,多普勒,LC01,LC01,up_rmse_m,F04,27,27,0.0017742472872885953,0.0018657473222456768,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,多普勒,LC01,LC01,up_rmse_m,F02,27,27,0.0025958961248767898,0.0025958961248767898,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,多普勒,LC01,LC01,up_rmse_m,F03,27,27,0.0027906585743774567,0.0027906585743774567,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,多普勒,LC01,LC01,up_rmse_m,A04,27,27,0.0007759102794247658,0.0009798758044982827,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,多普勒,EXT05C,EXT05C,yaw_rmse_deg,F04,27,27,10.162553694172576,10.164691649471314,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,多普勒,EXT05C,EXT05C,yaw_rmse_deg,F02,27,27,9.816689482000099,9.816689482000099,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,多普勒,EXT05C,EXT05C,yaw_rmse_deg,F03,27,27,10.133050687934034,10.133050687934034,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,多普勒,EXT05C,EXT05C,yaw_rmse_deg,A04,27,27,10.162271738947219,10.165210140673842,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,多普勒,EXT05C,EXT05C,horizontal_rmse_m,F04,27,27,-0.01020617590206599,-0.00992627284407652,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,多普勒,EXT05C,EXT05C,horizontal_rmse_m,F02,27,27,-0.014171060435486077,-0.014171060435486077,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,多普勒,EXT05C,EXT05C,horizontal_rmse_m,F03,27,27,-0.01216951095325254,-0.01216951095325254,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,多普勒,EXT05C,EXT05C,horizontal_rmse_m,A04,27,27,-0.009206089403024295,-0.008801550679030799,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,多普勒,EXT05C,EXT05C,up_rmse_m,F04,27,27,0.007579881324913419,0.007671381359870501,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,多普勒,EXT05C,EXT05C,up_rmse_m,F02,27,27,0.008401530162501614,0.008401530162501614,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,多普勒,EXT05C,EXT05C,up_rmse_m,F03,27,27,0.00859629261200228,0.00859629261200228,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,多普勒,EXT05C,EXT05C,up_rmse_m,A04,27,27,0.00658154431704959,0.006785509842123107,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,时间戳,LC01,LC01,yaw_rmse_deg,F04,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,时间戳,LC01,LC01,yaw_rmse_deg,F02,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,时间戳,LC01,LC01,yaw_rmse_deg,F03,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,时间戳,LC01,LC01,yaw_rmse_deg,A04,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,时间戳,LC01,LC01,horizontal_rmse_m,F04,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,时间戳,LC01,LC01,horizontal_rmse_m,F02,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,时间戳,LC01,LC01,horizontal_rmse_m,F03,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,时间戳,LC01,LC01,horizontal_rmse_m,A04,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,时间戳,LC01,LC01,up_rmse_m,F04,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,时间戳,LC01,LC01,up_rmse_m,F02,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,时间戳,LC01,LC01,up_rmse_m,F03,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,时间戳,LC01,LC01,up_rmse_m,A04,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,时间戳,EXT05C,EXT05C,yaw_rmse_deg,F04,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,时间戳,EXT05C,EXT05C,yaw_rmse_deg,F02,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,时间戳,EXT05C,EXT05C,yaw_rmse_deg,F03,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,时间戳,EXT05C,EXT05C,yaw_rmse_deg,A04,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,时间戳,EXT05C,EXT05C,horizontal_rmse_m,F04,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,时间戳,EXT05C,EXT05C,horizontal_rmse_m,F02,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,时间戳,EXT05C,EXT05C,horizontal_rmse_m,F03,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,时间戳,EXT05C,EXT05C,horizontal_rmse_m,A04,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,时间戳,EXT05C,EXT05C,up_rmse_m,F04,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,时间戳,EXT05C,EXT05C,up_rmse_m,F02,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,时间戳,EXT05C,EXT05C,up_rmse_m,F03,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,时间戳,EXT05C,EXT05C,up_rmse_m,A04,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,A2,LC01,LC01,yaw_rmse_deg,F04,18,1,1.11421467657361,1.11421467657361,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
family,A2,LC01,LC01,yaw_rmse_deg,F02,18,1,0.7664697478170881,0.7664697478170881,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
family,A2,LC01,LC01,yaw_rmse_deg,F03,18,1,1.084152743431926,1.084152743431926,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
family,A2,LC01,LC01,yaw_rmse_deg,A04,18,1,1.1145973445250275,1.1145973445250275,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
family,A2,LC01,LC01,horizontal_rmse_m,F04,18,1,0.3143547023215388,0.3143547023215388,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
family,A2,LC01,LC01,horizontal_rmse_m,F02,18,1,-1.9647841214395771,-1.9647841214395771,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
family,A2,LC01,LC01,horizontal_rmse_m,F03,18,1,-1.799951460710613,-1.799951460710613,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
family,A2,LC01,LC01,horizontal_rmse_m,A04,18,1,0.3127960205941203,0.3127960205941203,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
family,A2,LC01,LC01,up_rmse_m,F04,18,1,0.7631120597088281,0.7631120597088281,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
family,A2,LC01,LC01,up_rmse_m,F02,18,1,0.8297826620974198,0.8297826620974198,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
family,A2,LC01,LC01,up_rmse_m,F03,18,1,0.8315021933094535,0.8315021933094535,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
family,A2,LC01,LC01,up_rmse_m,A04,18,1,0.7612345600163924,0.7612345600163924,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
family,A2,EXT05C,EXT05C,yaw_rmse_deg,F04,18,1,9.740954497827891,9.740954497827891,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
family,A2,EXT05C,EXT05C,yaw_rmse_deg,F02,18,1,9.393209569071368,9.393209569071368,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
family,A2,EXT05C,EXT05C,yaw_rmse_deg,F03,18,1,9.710892564686207,9.710892564686207,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
family,A2,EXT05C,EXT05C,yaw_rmse_deg,A04,18,1,9.741337165779308,9.741337165779308,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
family,A2,EXT05C,EXT05C,horizontal_rmse_m,F04,18,1,0.11362015047889057,0.11362015047889057,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
family,A2,EXT05C,EXT05C,horizontal_rmse_m,F02,18,1,-2.165518673282225,-2.165518673282225,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
family,A2,EXT05C,EXT05C,horizontal_rmse_m,F03,18,1,-2.000686012553261,-2.000686012553261,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
family,A2,EXT05C,EXT05C,horizontal_rmse_m,A04,18,1,0.11206146875147212,0.11206146875147212,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
family,A2,EXT05C,EXT05C,up_rmse_m,F04,18,1,0.8181901931167901,0.8181901931167901,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
family,A2,EXT05C,EXT05C,up_rmse_m,F02,18,1,0.8848607955053818,0.8848607955053818,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
family,A2,EXT05C,EXT05C,up_rmse_m,F03,18,1,0.8865803267174155,0.8865803267174155,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
family,A2,EXT05C,EXT05C,up_rmse_m,A04,18,1,0.8163126934243544,0.8163126934243544,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
family,A2,LC01-BR,改动过的 LC01,yaw_rmse_deg,F04,18,0,,,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
family,A2,LC01-BR,改动过的 LC01,yaw_rmse_deg,F02,18,0,,,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
family,A2,LC01-BR,改动过的 LC01,yaw_rmse_deg,F03,18,0,,,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
family,A2,LC01-BR,改动过的 LC01,yaw_rmse_deg,A04,18,0,,,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
family,A2,LC01-BR,改动过的 LC01,horizontal_rmse_m,F04,18,0,,,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
family,A2,LC01-BR,改动过的 LC01,horizontal_rmse_m,F02,18,0,,,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
family,A2,LC01-BR,改动过的 LC01,horizontal_rmse_m,F03,18,0,,,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
family,A2,LC01-BR,改动过的 LC01,horizontal_rmse_m,A04,18,0,,,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
family,A2,LC01-BR,改动过的 LC01,up_rmse_m,F04,18,0,,,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
family,A2,LC01-BR,改动过的 LC01,up_rmse_m,F02,18,0,,,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
family,A2,LC01-BR,改动过的 LC01,up_rmse_m,F03,18,0,,,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
family,A2,LC01-BR,改动过的 LC01,up_rmse_m,A04,18,0,,,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
family,A1等价报告,LC01,LC01,yaw_rmse_deg,F04,18,1,1.023970666410177,1.023970666410177,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
family,A1等价报告,LC01,LC01,yaw_rmse_deg,F02,18,1,0.6757531622058184,0.6757531622058184,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
family,A1等价报告,LC01,LC01,yaw_rmse_deg,F03,18,1,0.9913934705709186,0.9913934705709186,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
family,A1等价报告,LC01,LC01,yaw_rmse_deg,A04,18,1,1.0248454446994448,1.0248454446994448,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
family,A1等价报告,LC01,LC01,horizontal_rmse_m,F04,18,1,-1.832674616790931,-1.832674616790931,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
family,A1等价报告,LC01,LC01,horizontal_rmse_m,F02,18,1,-1.9680458139917978,-1.9680458139917978,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
family,A1等价报告,LC01,LC01,horizontal_rmse_m,F03,18,1,-1.8033275528679449,-1.8033275528679449,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
family,A1等价报告,LC01,LC01,horizontal_rmse_m,A04,18,1,-1.7229551181790035,-1.7229551181790035,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
family,A1等价报告,LC01,LC01,up_rmse_m,F04,18,1,0.8369095303443019,0.8369095303443019,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
family,A1等价报告,LC01,LC01,up_rmse_m,F02,18,1,0.8299134132298995,0.8299134132298995,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
family,A1等价报告,LC01,LC01,up_rmse_m,F03,18,1,0.8316290078915793,0.8316290078915793,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
family,A1等价报告,LC01,LC01,up_rmse_m,A04,18,1,0.829539980724278,0.829539980724278,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
