level,group,method,method_label,metric,reference_method,registered_n,paired_n,difference_median,difference_p95,difference_definition,source
type,D43,EXT05C,EXT05C,horizontal_rmse_m,F04,9,9,-0.016197432709627466,-0.014867871185831983,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D43,EXT05C,EXT05C,horizontal_rmse_m,F02,9,9,-0.014171060435486077,-0.014171060435486077,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D43,EXT05C,EXT05C,horizontal_rmse_m,F03,9,9,-0.026907900588980946,-0.023955988241670008,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D43,EXT05C,EXT05C,horizontal_rmse_m,A04,9,9,-0.01957362275337049,-0.016939717316714415,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D43,EXT05C,EXT05C,up_rmse_m,F04,9,9,0.0029975939928444315,0.004355621326816736,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D43,EXT05C,EXT05C,up_rmse_m,F02,9,9,0.008401530162501614,0.008401530162501614,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D43,EXT05C,EXT05C,up_rmse_m,F03,9,9,-0.002248718357214144,-0.0005530624957572298,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D43,EXT05C,EXT05C,up_rmse_m,A04,9,9,-0.003369243205434219,-0.0017812786952638771,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D42,LC01,LC01,yaw_rmse_deg,F04,9,9,1.1100288025907052,1.1131311244341984,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D42,LC01,LC01,yaw_rmse_deg,F02,9,9,0.7628752042510945,0.7628752042510945,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D42,LC01,LC01,yaw_rmse_deg,F03,9,9,1.0805780066597024,1.0838957439495027,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D42,LC01,LC01,yaw_rmse_deg,A04,9,9,1.1103438745022365,1.113494666259261,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D42,LC01,LC01,horizontal_rmse_m,F04,9,9,-0.0004559353403395666,-0.0003345305729317266,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D42,LC01,LC01,horizontal_rmse_m,F02,9,9,-0.004373901918778067,-0.004373901918778067,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D42,LC01,LC01,horizontal_rmse_m,F03,9,9,-0.0025471611077748507,-0.00234301806572762,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D42,LC01,LC01,horizontal_rmse_m,A04,9,9,0.0005556345863436951,0.0006387019994234022,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D42,LC01,LC01,up_rmse_m,F04,9,9,0.001606965180881291,0.0016585933448367853,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D42,LC01,LC01,up_rmse_m,F02,9,9,0.0025958961248767898,0.0025958961248767898,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D42,LC01,LC01,up_rmse_m,F03,9,9,0.002769120996825372,0.0027937380786259487,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D42,LC01,LC01,up_rmse_m,A04,9,9,0.0005556473275104348,0.0006280585602848873,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D42,EXT05C,EXT05C,yaw_rmse_deg,F04,9,9,10.16384308033971,10.166945402183202,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D42,EXT05C,EXT05C,yaw_rmse_deg,F02,9,9,9.816689482000099,9.816689482000099,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D42,EXT05C,EXT05C,yaw_rmse_deg,F03,9,9,10.134392284408706,10.137710021698506,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D42,EXT05C,EXT05C,yaw_rmse_deg,A04,9,9,10.16415815225124,10.167308944008266,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D42,EXT05C,EXT05C,horizontal_rmse_m,F04,9,9,-0.010253093857047577,-0.010131689089639736,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D42,EXT05C,EXT05C,horizontal_rmse_m,F02,9,9,-0.014171060435486077,-0.014171060435486077,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D42,EXT05C,EXT05C,horizontal_rmse_m,F03,9,9,-0.01234431962448286,-0.01214017658243563,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D42,EXT05C,EXT05C,horizontal_rmse_m,A04,9,9,-0.009241523930364315,-0.009158456517284608,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D42,EXT05C,EXT05C,up_rmse_m,F04,9,9,0.007412599218506115,0.00746422738246161,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D42,EXT05C,EXT05C,up_rmse_m,F02,9,9,0.008401530162501614,0.008401530162501614,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D42,EXT05C,EXT05C,up_rmse_m,F03,9,9,0.008574755034450196,0.008599372116250772,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D42,EXT05C,EXT05C,up_rmse_m,A04,9,9,0.006361281365135259,0.006433692597909711,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D05,LC01,LC01,yaw_rmse_deg,F04,9,1,1.1143279862633024,1.1143279862633024,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D05,LC01,LC01,yaw_rmse_deg,F02,9,1,0.7664697478170881,0.7664697478170881,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D05,LC01,LC01,yaw_rmse_deg,F03,9,1,1.084152743431926,1.084152743431926,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D05,LC01,LC01,yaw_rmse_deg,A04,9,1,1.1145107707017263,1.1145107707017263,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D05,LC01,LC01,horizontal_rmse_m,F04,9,1,0.3107155126330943,0.3107155126330943,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D05,LC01,LC01,horizontal_rmse_m,F02,9,1,-1.9647841214395771,-1.9647841214395771,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D05,LC01,LC01,horizontal_rmse_m,F03,9,1,-1.799951460710613,-1.799951460710613,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D05,LC01,LC01,horizontal_rmse_m,A04,9,1,0.3079451653421625,0.3079451653421625,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D05,LC01,LC01,up_rmse_m,F04,9,1,1.1305226485701787,1.1305226485701787,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D05,LC01,LC01,up_rmse_m,F02,9,1,0.8297826620974198,0.8297826620974198,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D05,LC01,LC01,up_rmse_m,F03,9,1,0.8315021933094535,0.8315021933094535,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D05,LC01,LC01,up_rmse_m,A04,9,1,1.1314965746428987,1.1314965746428987,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D05,EXT05C,EXT05C,yaw_rmse_deg,F04,9,1,9.741067807517583,9.741067807517583,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D05,EXT05C,EXT05C,yaw_rmse_deg,F02,9,1,9.393209569071368,9.393209569071368,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D05,EXT05C,EXT05C,yaw_rmse_deg,F03,9,1,9.710892564686207,9.710892564686207,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D05,EXT05C,EXT05C,yaw_rmse_deg,A04,9,1,9.741250591956007,9.741250591956007,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D05,EXT05C,EXT05C,horizontal_rmse_m,F04,9,1,0.10998096079044613,0.10998096079044613,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D05,EXT05C,EXT05C,horizontal_rmse_m,F02,9,1,-2.165518673282225,-2.165518673282225,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D05,EXT05C,EXT05C,horizontal_rmse_m,F03,9,1,-2.000686012553261,-2.000686012553261,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D05,EXT05C,EXT05C,horizontal_rmse_m,A04,9,1,0.10721061349951426,0.10721061349951426,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D05,EXT05C,EXT05C,up_rmse_m,F04,9,1,1.1856007819781407,1.1856007819781407,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D05,EXT05C,EXT05C,up_rmse_m,F02,9,1,0.8848607955053818,0.8848607955053818,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D05,EXT05C,EXT05C,up_rmse_m,F03,9,1,0.8865803267174155,0.8865803267174155,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D05,EXT05C,EXT05C,up_rmse_m,A04,9,1,1.1865747080508606,1.1865747080508606,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D33,LC01,LC01,yaw_rmse_deg,F04,9,9,1.6403522744669776,2.086212510817739,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D33,LC01,LC01,yaw_rmse_deg,F02,9,9,1.4084894179169531,1.7402357211383437,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D33,LC01,LC01,yaw_rmse_deg,F03,9,9,1.5797246682355088,2.042186809976555,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D33,LC01,LC01,yaw_rmse_deg,A04,9,9,1.647403828326437,2.0880726016475677,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D33,LC01,LC01,horizontal_rmse_m,F04,9,9,0.0016819883694854654,0.0025597831191889577,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D33,LC01,LC01,horizontal_rmse_m,F02,9,9,-0.0027211527759795767,-0.002243924295735522,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D33,LC01,LC01,horizontal_rmse_m,F03,9,9,-0.0003679085915963276,0.0005355977295129376,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D33,LC01,LC01,horizontal_rmse_m,A04,9,9,0.002614240486969635,0.003514454416538243,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D33,LC01,LC01,up_rmse_m,F04,9,9,0.0016865171535191334,0.0016907810844974404,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D33,LC01,LC01,up_rmse_m,F02,9,9,0.0026141515690145875,0.0026283345782119006,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D33,LC01,LC01,up_rmse_m,F03,9,9,0.002809372235793972,0.0028212839981669987,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D33,LC01,LC01,up_rmse_m,A04,9,9,0.0006622098952344113,0.0006676079649031372,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D33,EXT05C,EXT05C,yaw_rmse_deg,F04,9,9,9.834067079192991,10.171488941961535,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D33,EXT05C,EXT05C,yaw_rmse_deg,F02,9,9,9.612651954666063,10.026827194806145,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D33,EXT05C,EXT05C,yaw_rmse_deg,F03,9,9,9.80252536373022,10.136020459904136,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D33,EXT05C,EXT05C,yaw_rmse_deg,A04,9,9,9.836112729360408,10.17521063398592,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D33,EXT05C,EXT05C,horizontal_rmse_m,F04,9,9,-0.00940257575500586,-0.008784283229127814,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D33,EXT05C,EXT05C,horizontal_rmse_m,F02,9,9,-0.013816499874826804,-0.013119325872412753,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D33,EXT05C,EXT05C,horizontal_rmse_m,F03,9,9,-0.011497230485253376,-0.010996302560098897,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D33,EXT05C,EXT05C,horizontal_rmse_m,A04,9,9,-0.00843386672442005,-0.007720777580567992,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D33,EXT05C,EXT05C,up_rmse_m,F04,9,9,0.007477863335418368,0.007478308826698492,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D33,EXT05C,EXT05C,up_rmse_m,F02,9,9,0.008405487884597856,0.008415951841866347,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D33,EXT05C,EXT05C,up_rmse_m,F03,9,9,0.008601427209712381,0.008608722697354385,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D33,EXT05C,EXT05C,up_rmse_m,A04,9,9,0.00645347970428118,0.00645496897154948,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D35,LC01,LC01,yaw_rmse_deg,F04,9,9,1.3523738711181594,1.4970677625900368,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D35,LC01,LC01,yaw_rmse_deg,F02,9,9,1.0203879369629782,1.1314613479676683,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D35,LC01,LC01,yaw_rmse_deg,F03,9,9,1.3233779499872045,1.4735398827074198,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D35,LC01,LC01,yaw_rmse_deg,A04,9,9,1.3522505197484458,1.4974216576599169,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D35,LC01,LC01,horizontal_rmse_m,F04,9,9,0.0003352338009396383,0.0007166479873617292,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D35,LC01,LC01,horizontal_rmse_m,F02,9,9,-0.0037129061167890803,-0.003513212026778631,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D35,LC01,LC01,horizontal_rmse_m,F03,9,9,-0.0016374302715679717,-0.0013342587349704643,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D35,LC01,LC01,horizontal_rmse_m,A04,9,9,0.0012979718099227766,0.001709874644838752,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D35,LC01,LC01,up_rmse_m,F04,9,9,0.0016747241306507218,0.0016776039583528024,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D35,LC01,LC01,up_rmse_m,F02,9,9,0.002603993754578357,0.002607889493213411,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D35,LC01,LC01,up_rmse_m,F03,9,9,0.00279917704456787,0.002800669705887886,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D35,LC01,LC01,up_rmse_m,A04,9,9,0.0006520505704640384,0.0006637752514676743,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D35,EXT05C,EXT05C,yaw_rmse_deg,F04,9,9,10.145359314997673,10.21763591118641,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D35,EXT05C,EXT05C,yaw_rmse_deg,F02,9,9,9.849970558822786,9.959274385616194,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D35,EXT05C,EXT05C,yaw_rmse_deg,F03,9,9,10.119166689810491,10.194802191129323,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D35,EXT05C,EXT05C,yaw_rmse_deg,A04,9,9,10.14578783877015,10.220828130573825,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D35,EXT05C,EXT05C,horizontal_rmse_m,F04,9,9,-0.010159989259434662,-0.009961870951128066,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D35,EXT05C,EXT05C,horizontal_rmse_m,F02,9,9,-0.0142641602908785,-0.013849762895354872,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D35,EXT05C,EXT05C,horizontal_rmse_m,F03,9,9,-0.012196526939370955,-0.011974342313598067,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D35,EXT05C,EXT05C,horizontal_rmse_m,A04,9,9,-0.009176547008167418,-0.00900413593821255,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D35,EXT05C,EXT05C,up_rmse_m,F04,9,9,0.007474445547204979,0.007475029987758441,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D35,EXT05C,EXT05C,up_rmse_m,F02,9,9,0.008402765143987946,0.008406206387317337,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D35,EXT05C,EXT05C,up_rmse_m,F03,9,9,0.00859655215968487,0.00859998795752669,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D35,EXT05C,EXT05C,up_rmse_m,A04,9,9,0.006451187793805324,0.006462201324111808,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D32,LC01,LC01,yaw_rmse_deg,F04,9,9,1.1187761061698394,1.2253590132403438,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D32,LC01,LC01,yaw_rmse_deg,F02,9,9,0.7865527720973793,0.8813278014982189,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D32,LC01,LC01,yaw_rmse_deg,F03,9,9,1.0923806877782678,1.1951434139335633,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D32,LC01,LC01,yaw_rmse_deg,A04,9,9,1.1183080456216288,1.2252947346949385,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D32,LC01,LC01,horizontal_rmse_m,F04,9,9,-0.00028514662799468404,-0.00014166704139570996,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D32,LC01,LC01,horizontal_rmse_m,F02,9,9,-0.004272478838560537,-0.004187727578307504,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D32,LC01,LC01,horizontal_rmse_m,F03,9,9,-0.0022497020751692243,-0.002155269022148931,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D32,LC01,LC01,horizontal_rmse_m,A04,9,9,0.0007076054107939544,0.0008461308098983739,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D32,LC01,LC01,up_rmse_m,F04,9,9,0.0016693274666320854,0.0016705192550460837,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D32,LC01,LC01,up_rmse_m,F02,9,9,0.0025973162210922163,0.0025998049743556515,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D32,LC01,LC01,up_rmse_m,F03,9,9,0.002792010402406002,0.0027942908100789727,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D32,LC01,LC01,up_rmse_m,A04,9,9,0.000646162305475366,0.0006473591862312291,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D32,EXT05C,EXT05C,yaw_rmse_deg,F04,9,9,10.135920863559537,10.191828932562819,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D32,EXT05C,EXT05C,yaw_rmse_deg,F02,9,9,9.783051276817112,9.872599089960705,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D32,EXT05C,EXT05C,yaw_rmse_deg,F03,9,9,10.102208611504466,10.156586231794266,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D32,EXT05C,EXT05C,yaw_rmse_deg,A04,9,9,10.136514821227031,10.192388622213265,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D32,EXT05C,EXT05C,horizontal_rmse_m,F04,9,9,-0.010073337393812859,-0.009921360501619644,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D32,EXT05C,EXT05C,horizontal_rmse_m,F02,9,9,-0.014097816327414442,-0.013954183633977917,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D32,EXT05C,EXT05C,horizontal_rmse_m,F03,9,9,-0.012106219801264223,-0.011974488861658783,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D32,EXT05C,EXT05C,horizontal_rmse_m,A04,9,9,-0.009070554454401691,-0.008912299369944468,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D32,EXT05C,EXT05C,up_rmse_m,F04,9,9,0.007474718161796394,0.007475022142597815,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D32,EXT05C,EXT05C,up_rmse_m,F02,9,9,0.008402331913647615,0.008404404495856875,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D32,EXT05C,EXT05C,up_rmse_m,F03,9,9,0.008596971727645675,0.00859901510643593,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D32,EXT05C,EXT05C,up_rmse_m,A04,9,9,0.0064513233040202345,0.0064518739568445605,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D31,LC01,LC01,yaw_rmse_deg,F04,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D31,LC01,LC01,yaw_rmse_deg,F02,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D31,LC01,LC01,yaw_rmse_deg,F03,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D31,LC01,LC01,yaw_rmse_deg,A04,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D31,LC01,LC01,horizontal_rmse_m,F04,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D31,LC01,LC01,horizontal_rmse_m,F02,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D31,LC01,LC01,horizontal_rmse_m,F03,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D31,LC01,LC01,horizontal_rmse_m,A04,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D31,LC01,LC01,up_rmse_m,F04,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D31,LC01,LC01,up_rmse_m,F02,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D31,LC01,LC01,up_rmse_m,F03,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D31,LC01,LC01,up_rmse_m,A04,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D31,EXT05C,EXT05C,yaw_rmse_deg,F04,9,9,10.137095290005439,10.211488652970813,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D31,EXT05C,EXT05C,yaw_rmse_deg,F02,9,9,9.74660729675292,9.85547542773072,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D31,EXT05C,EXT05C,yaw_rmse_deg,F03,9,9,10.106110873413488,10.184405619192166,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D31,EXT05C,EXT05C,yaw_rmse_deg,A04,9,9,10.137181260007814,10.211141993146054,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D31,EXT05C,EXT05C,horizontal_rmse_m,F04,9,9,-0.010132709395985068,-0.009897401859049294,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D31,EXT05C,EXT05C,horizontal_rmse_m,F02,9,9,-0.01401256882289982,-0.013610736165142679,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D31,EXT05C,EXT05C,horizontal_rmse_m,F03,9,9,-0.012135767274728149,-0.011775502766108826,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D31,EXT05C,EXT05C,horizontal_rmse_m,A04,9,9,-0.009172433004676808,-0.008983637304649522,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D31,EXT05C,EXT05C,up_rmse_m,F04,9,9,0.007473947286739321,0.0074750730798096255,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
