row_type,native_leg_index,leg,transition_count,on_transition_count,off_transition_count,contact_fraction,no_contact_fraction,dwell_state,dwell_finite_count,dwell_total_count,dwell_finite_rate,dwell_minimum,dwell_p01,dwell_p05,dwell_p25,dwell_p50,dwell_p75,dwell_p95,dwell_p99,dwell_maximum,dwell_mean,dwell_std,data_status,terminal_status,complete_record_count,timestamped_record_starts,sample_index,threshold_crossing_start_index,threshold_crossing_start_time_seconds,event_time_seconds,debounce_elapsed_seconds,from_contact,to_contact,force_at_event,dwell_start_time_seconds,dwell_end_time_seconds,dwell_duration_seconds,dwell_sample_count
transition,0,FR,,,,,,,,,,,,,,,,,,,,,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278,6777,6775,1772784076.4770758,1772784076.4910483,0.01397252082824707,0,1,94.0,,,,
transition,0,FR,,,,,,,,,,,,,,,,,,,,,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278,6828,6825,1772784076.7030554,1772784076.7170603,0.014004945755004883,1,0,7.0,,,,
transition,0,FR,,,,,,,,,,,,,,,,,,,,,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278,6879,6875,1772784076.9266834,1772784076.9430547,0.01637125015258789,0,1,59.0,,,,
transition,0,FR,,,,,,,,,,,,,,,,,,,,,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278,6937,6933,1772784077.1890588,1772784077.205077,0.016018152236938477,1,0,5.0,,,,
transition,0,FR,,,,,,,,,,,,,,,,,,,,,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278,6991,6988,1772784077.423066,1772784077.4365714,0.01350545883178711,0,1,68.0,,,,
transition,0,FR,,,,,,,,,,,,,,,,,,,,,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278,7046,7043,1772784077.665049,1772784077.6791391,0.01409006118774414,1,0,7.0,,,,
transition,0,FR,,,,,,,,,,,,,,,,,,,,,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278,7100,7097,1772784077.9070876,1772784077.9230595,0.015971899032592773,0,1,86.0,,,,
transition,0,FR,,,,,,,,,,,,,,,,,,,,,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278,7159,7155,1772784078.149061,1772784078.1650777,0.016016721725463867,1,0,6.0,,,,
transition,0,FR,,,,,,,,,,,,,,,,,,,,,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278,7215,7211,1772784078.4010594,1772784078.4170566,0.01599717140197754,0,1,64.0,,,,
transition,0,FR,,,,,,,,,,,,,,,,,,,,,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278,7271,7267,1772784078.6410558,1772784078.6570623,0.0160064697265625,1,0,6.0,,,,
