comparison,metric_name,duration_s,registered_count,complete,paired_sample_count,mean_delta_candidate_minus_reference,median_delta_candidate_minus_reference,std_delta,p10_delta,p90_delta,mean_ci95_low,mean_ci95_high,median_ci95_low,median_ci95_high,wilcoxon_p,wilcoxon_zero_policy,wilcoxon_approximation,win_count,tie_count,loss_count,win_rate,bootstrap_n,bootstrap_seed,bootstrap_policy,delta_definition,evaluator_version,source_table,source_table_row,source_sha256
A05_vs_A07,outage_end_horizontal_error_m,10,9,True,9,-6.340695068741314,-7.067913708708449,3.1299187585711152,-9.362742116038126,-1.4020655355701725,-8.221108691192057,-4.138027867675326,-9.326056659656313,-1.6079815491970546,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,108,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A05_vs_A07,outage_end_horizontal_error_m,20,9,True,9,-62.409371588028115,-60.85096280532083,30.365144220673052,-98.25797063112996,-19.95023644109801,-81.25451229870855,-41.44844524628695,-97.98704072706897,-23.76488458717064,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,109,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A05_vs_A08,fault_window_horizontal_rmse_m,ALL,18,True,18,-11.848941820270648,-3.052927643366118,12.60200865006661,-32.5282708739637,-0.8048907709041639,-17.920161113218956,-6.4151728996781,-20.809823844830888,-2.089735735739383,7.62939453125e-06,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,18,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,110,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A05_vs_A08,fault_window_horizontal_rmse_m,10,9,True,9,-1.9916099969401226,-2.1847163905239713,1.026339457658819,-3.0331566412837727,-0.4319750438856317,-2.614480261628274,-1.2759709118104003,-3.019975973228876,-0.5020426168930219,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,111,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A05_vs_A08,fault_window_horizontal_rmse_m,20,9,True,9,-21.706273643601172,-20.88504383390828,11.055943650357055,-33.920608989669525,-6.716401151391917,-28.661730377733804,-14.15895023308045,-33.71797545224806,-8.161830730012664,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,112,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A05_vs_A08,outage_end_horizontal_error_m,ALL,18,True,18,-34.3752684256532,-9.417591396318977,35.377598045522525,-89.33555802970642,-3.788158138289297,-51.413969049977574,-19.082764007659367,-60.65617814615958,-6.8187492034148605,7.62939453125e-06,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,18,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,113,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A05_vs_A08,outage_end_horizontal_error_m,10,9,True,9,-6.341027384468908,-7.067655195716078,3.1278362354127274,-9.36237955335994,-1.4037220973986015,-8.220558483571494,-4.140505094137054,-9.325571658053914,-1.6079301160222572,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,114,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A05_vs_A08,outage_end_horizontal_error_m,20,9,True,9,-62.409509466837484,-60.84345261207436,30.356682722509607,-98.25531826417837,-19.95592024851421,-81.24781438609475,-41.454181283882185,-97.98813002025236,-23.764264916541833,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,115,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A05_vs_A09,fault_window_horizontal_rmse_m,ALL,18,True,18,-11.85003559127535,-3.0531913050043165,12.60278013551054,-32.52843871873852,-0.8076892755260783,-17.921164656767086,-6.415552194807517,-20.811379901225003,-2.0901085450274866,7.62939453125e-06,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,18,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,116,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A05_vs_A09,fault_window_horizontal_rmse_m,10,9,True,9,-1.9919382939649064,-2.1847866965488256,1.026413862641742,-3.0335609646121156,-0.4320653407672024,-2.614856868726505,-1.2762335131267242,-3.020474071017315,-0.5020471007677529,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,117,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A05_vs_A09,fault_window_horizontal_rmse_m,20,9,True,9,-21.708132888585798,-20.886641777522758,11.056330504472815,-33.92178071532431,-6.7168942258934,-28.663103707393095,-14.160651786701319,-33.71717458434474,-8.161448087618268,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,118,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A05_vs_A09,outage_end_horizontal_error_m,ALL,18,True,18,-34.377836792678046,-9.417672165790771,35.37934575113962,-89.33433848973267,-3.7965618373496173,-51.41621202145743,-19.083338853205287,-60.66179108754473,-6.819325964404156,7.62939453125e-06,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,18,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,119,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A05_vs_A09,outage_end_horizontal_error_m,10,9,True,9,-6.341434775233216,-7.067651279240987,3.1284396513550146,-9.362571312846928,-1.4034986799091445,-8.221016705772973,-4.1402755923260015,-9.325837410884365,-1.6079815742809025,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,120,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A05_vs_A09,outage_end_horizontal_error_m,20,9,True,9,-62.41423881012289,-60.8507583557285,30.35670273164762,-98.25857345834638,-19.95759275155599,-81.254956825838,-41.45760138772292,-97.98741710152802,-23.763359737635938,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,121,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A04_vs_F03,fault_window_horizontal_rmse_m,ALL,18,True,18,-15.64831046864366,-8.361092870578245,14.116614349761532,-36.52811139003828,-2.302577619877143,-22.266800433204647,-9.464860236304492,-26.83867224460581,-3.9072517652563397,7.62939453125e-06,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,18,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v2,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v2/H2_MATCHED_FAMILY_SUMMARY.csv,2,2aeffc0f2a42444a8a14ebde8e34ac9d7fb90735c74c4f121adedd29b42c9520
A04_vs_F03,fault_window_horizontal_rmse_m,10,9,True,9,-3.365841587883609,-3.250154108447018,1.2894093191145428,-4.705615476809387,-1.8203288653450245,-4.177133244728771,-2.5106233765433217,-4.567776228350815,-2.004972828935001,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v2,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v2/H2_MATCHED_FAMILY_SUMMARY.csv,3,2aeffc0f2a42444a8a14ebde8e34ac9d7fb90735c74c4f121adedd29b42c9520
A04_vs_F03,fault_window_horizontal_rmse_m,20,9,True,9,-27.930779349403707,-27.544564116539355,9.755867024200816,-38.91853990276836,-14.161702208547817,-34.09495924215227,-21.363337174964336,-38.4938855489133,-14.83582444305657,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v2,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v2/H2_MATCHED_FAMILY_SUMMARY.csv,4,2aeffc0f2a42444a8a14ebde8e34ac9d7fb90735c74c4f121adedd29b42c9520
A04_vs_F03,outage_end_horizontal_error_m,ALL,18,True,18,-42.2294490662988,-23.038395567476407,36.98243240770016,-95.71468735021048,-7.593128860882726,-59.60471128671924,-25.991485672721595,-69.30256036771982,-11.15625846963892,7.62939453125e-06,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,18,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v2,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v2/H2_MATCHED_FAMILY_SUMMARY.csv,5,2aeffc0f2a42444a8a14ebde8e34ac9d7fb90735c74c4f121adedd29b42c9520
A04_vs_F03,outage_end_horizontal_error_m,10,9,True,9,-10.097426394292395,-9.781781955574994,3.5956781636114834,-13.941468247875616,-5.909210372372809,-12.32424345967236,-7.677734618814955,-13.585984575259753,-6.595751905117986,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v2,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v2/H2_MATCHED_FAMILY_SUMMARY.csv,6,2aeffc0f2a42444a8a14ebde8e34ac9d7fb90735c74c4f121adedd29b42c9520
A04_vs_F03,outage_end_horizontal_error_m,20,9,True,9,-74.3614717383052,-71.24284449554764,25.642502805601534,-105.92591655672828,-38.284130224496586,-90.48184594535164,-57.159765615847476,-104.74120366082485,-40.1768157314673,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v2,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v2/H2_MATCHED_FAMILY_SUMMARY.csv,7,2aeffc0f2a42444a8a14ebde8e34ac9d7fb90735c74c4f121adedd29b42c9520
A04_vs_A06,fault_window_horizontal_rmse_m,ALL,18,True,18,-14.38914241857524,-7.7753986620171665,12.752358984098008,-33.187958774657126,-2.1630697360403124,-20.343064117435308,-8.751523718965219,-25.276666100610264,-3.5663740309215086,7.62939453125e-06,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,18,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v2,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v2/H2_MATCHED_FAMILY_SUMMARY.csv,8,2aeffc0f2a42444a8a14ebde8e34ac9d7fb90735c74c4f121adedd29b42c9520
A04_vs_A06,fault_window_horizontal_rmse_m,10,9,True,9,-3.128676328653688,-3.1630117765602757,1.1596162707131825,-4.289445051239344,-1.810798030279517,-3.859043821005104,-2.3638247091114497,-4.128667024868206,-2.0189659628925414,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v2,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v2/H2_MATCHED_FAMILY_SUMMARY.csv,9,2aeffc0f2a42444a8a14ebde8e34ac9d7fb90735c74c4f121adedd29b42c9520
A04_vs_A06,fault_window_horizontal_rmse_m,20,9,True,9,-25.649608508496783,-25.888505390744598,8.38477288295642,-34.65345810699048,-14.422053630000129,-30.89649463850701,-20.00581230121985,-34.148064288269055,-15.373006995672553,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v2,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v2/H2_MATCHED_FAMILY_SUMMARY.csv,10,2aeffc0f2a42444a8a14ebde8e34ac9d7fb90735c74c4f121adedd29b42c9520
A04_vs_A06,outage_end_horizontal_error_m,ALL,18,True,18,-38.626205936598545,-21.47926992193291,33.059246847326214,-86.1028015211534,-7.181620586378707,-54.10065532276849,-24.034394255114698,-65.00308132652744,-10.346508577853324,7.62939453125e-06,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,18,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v2,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v2/H2_MATCHED_FAMILY_SUMMARY.csv,11,2aeffc0f2a42444a8a14ebde8e34ac9d7fb90735c74c4f121adedd29b42c9520
A04_vs_A06,outage_end_horizontal_error_m,10,9,True,9,-9.41947000714038,-9.507233853318306,3.2419753562715377,-12.738312512200823,-5.896379473454859,-11.437751901391675,-7.2611985311366425,-12.302453997833046,-6.652754187767892,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v2,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v2/H2_MATCHED_FAMILY_SUMMARY.csv,12,2aeffc0f2a42444a8a14ebde8e34ac9d7fb90735c74c4f121adedd29b42c9520
A04_vs_A06,outage_end_horizontal_error_m,20,9,True,9,-67.83294186605673,-66.7370836498551,21.662187163534973,-93.54579629378144,-39.02822540973117,-81.43842761529166,-53.28340480108278,-92.12308702771475,-41.66608344361549,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v2,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v2/H2_MATCHED_FAMILY_SUMMARY.csv,13,2aeffc0f2a42444a8a14ebde8e34ac9d7fb90735c74c4f121adedd29b42c9520
A04_vs_A07,fault_window_horizontal_rmse_m,ALL,18,True,18,-15.648987385542332,-8.361599021380488,14.11722303361352,-36.52813909846138,-2.303182306904978,-22.266817039036717,-9.465076892853116,-26.840859586368225,-3.907592415893917,7.62939453125e-06,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,18,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v2,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v2/H2_MATCHED_FAMILY_SUMMARY.csv,14,2aeffc0f2a42444a8a14ebde8e34ac9d7fb90735c74c4f121adedd29b42c9520
A04_vs_A07,fault_window_horizontal_rmse_m,10,9,True,9,-3.3664160458172945,-3.250440162657214,1.289296070295363,-4.706473327545337,-1.8221111384352973,-4.17759575282242,-2.5113391583680142,-4.568846924053148,-2.0071984862446017,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v2,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v2/H2_MATCHED_FAMILY_SUMMARY.csv,15,2aeffc0f2a42444a8a14ebde8e34ac9d7fb90735c74c4f121adedd29b42c9520
A04_vs_A07,fault_window_horizontal_rmse_m,20,9,True,9,-27.93155872526737,-27.546853689663607,9.75738543739189,-38.91946561035196,-14.15772487554172,-34.097351241211726,-21.364078303962213,-38.49304047331438,-14.83060131911543,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v2,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v2/H2_MATCHED_FAMILY_SUMMARY.csv,16,2aeffc0f2a42444a8a14ebde8e34ac9d7fb90735c74c4f121adedd29b42c9520
A04_vs_A07,outage_end_horizontal_error_m,ALL,18,True,18,-42.22945443221886,-23.039422629429986,36.98455494801243,-95.71541574926376,-7.590213302287549,-59.60704909866944,-25.991154580816904,-69.30983602365087,-11.15688992810988,7.62939453125e-06,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,18,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v2,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v2/H2_MATCHED_FAMILY_SUMMARY.csv,17,2aeffc0f2a42444a8a14ebde8e34ac9d7fb90735c74c4f121adedd29b42c9520
A04_vs_A07,outage_end_horizontal_error_m,10,9,True,9,-10.097092762229074,-9.78235940680622,3.596909683592886,-13.943048693241215,-5.90215973307614,-12.32531713423755,-7.676228991534425,-13.588031939968102,-6.586938357433879,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v2,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v2/H2_MATCHED_FAMILY_SUMMARY.csv,18,2aeffc0f2a42444a8a14ebde8e34ac9d7fb90735c74c4f121adedd29b42c9520
A04_vs_A07,outage_end_horizontal_error_m,20,9,True,9,-74.36181610220865,-71.24901118161831,25.64760256146993,-105.92843756758656,-38.26442504191997,-90.48687931114117,-57.16204501219253,-104.7403767866673,-40.15159891426839,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v2,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v2/H2_MATCHED_FAMILY_SUMMARY.csv,19,2aeffc0f2a42444a8a14ebde8e34ac9d7fb90735c74c4f121adedd29b42c9520
A04_vs_A08,fault_window_horizontal_rmse_m,ALL,18,True,18,-15.648370418393872,-8.361452334607854,14.116467930207898,-36.52792285290491,-2.3025251166209575,-22.266994811921762,-9.465057836051336,-26.839128863106914,-3.9072802207039974,7.62939453125e-06,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,18,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v2,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v2/H2_MATCHED_FAMILY_SUMMARY.csv,20,2aeffc0f2a42444a8a14ebde8e34ac9d7fb90735c74c4f121adedd29b42c9520
A04_vs_A08,fault_window_horizontal_rmse_m,10,9,True,9,-3.3658606610236674,-3.2502766168265955,1.289407983491735,-4.705586537383587,-1.8202703575482297,-4.177159634041782,-2.510617640936487,-4.567744690093268,-2.0048988261019147,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v2,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v2/H2_MATCHED_FAMILY_SUMMARY.csv,21,2aeffc0f2a42444a8a14ebde8e34ac9d7fb90735c74c4f121adedd29b42c9520
A04_vs_A08,fault_window_horizontal_rmse_m,20,9,True,9,-27.930880175764074,-27.545084538135008,9.755340528218149,-38.9184861743036,-14.162798711552155,-34.094792988518314,-21.36388094959322,-38.49396722171166,-14.837010703772481,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v2,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v2/H2_MATCHED_FAMILY_SUMMARY.csv,22,2aeffc0f2a42444a8a14ebde8e34ac9d7fb90735c74c4f121adedd29b42c9520
A04_vs_A08,outage_end_horizontal_error_m,ALL,18,True,18,-42.229709939294025,-23.0391790506809,36.98201466369967,-95.71415124655418,-7.593136442684057,-59.60379884873416,-25.99182194994149,-69.30372471874423,-11.156520508587768,7.62939453125e-06,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,18,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v2,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v2/H2_MATCHED_FAMILY_SUMMARY.csv,23,2aeffc0f2a42444a8a14ebde8e34ac9d7fb90735c74c4f121adedd29b42c9520
A04_vs_A08,outage_end_horizontal_error_m,10,9,True,9,-10.097508184404154,-9.78211745317658,3.59559847682041,-13.94128488100943,-5.909511474399088,-12.324190514077477,-7.677731928815265,-13.585794106978819,-6.596140539451019,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v2,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v2/H2_MATCHED_FAMILY_SUMMARY.csv,24,2aeffc0f2a42444a8a14ebde8e34ac9d7fb90735c74c4f121adedd29b42c9520
A04_vs_A08,outage_end_horizontal_error_m,20,9,True,9,-74.3619116941839,-71.24429246070447,25.64086015584865,-105.92577448863533,-38.28872890535213,-90.48097010581608,-57.16115662535741,-104.7414515714105,-40.18213360063268,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v2,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v2/H2_MATCHED_FAMILY_SUMMARY.csv,25,2aeffc0f2a42444a8a14ebde8e34ac9d7fb90735c74c4f121adedd29b42c9520
A04_vs_A09,fault_window_horizontal_rmse_m,ALL,18,True,18,-15.649463426900066,-8.361278826547537,14.1174037933599,-36.52836139908379,-2.3026538788746973,-22.269032148149176,-9.465401831431612,-26.84068217627901,-3.9075544080896494,7.62939453125e-06,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,18,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v2,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v2/H2_MATCHED_FAMILY_SUMMARY.csv,26,2aeffc0f2a42444a8a14ebde8e34ac9d7fb90735c74c4f121adedd29b42c9520
