elapsed_s,t_rel_s,err_n_m,err_e_m,err_u_m,yaw_error_ned_wrapped_deg,yaw_error_ned_unwrapped_deg,reference_yaw_increment_ned_deg,reference_path_m
149.0,3335.0,126.83189581927729,109.36277712282288,-1.8345230379161992,-153.87246299986646,566.1275370001335,-269.1265549158596,163.6989780943862
150.0,3336.0,121.69273968760155,136.0825312998003,-2.1254276666437644,-131.6849637166165,588.3150362833835,-269.0723071742803,163.7014164210852
151.0,3337.0,108.74183053565481,158.37044223750826,-2.405588391839223,-110.38144575166677,609.6185542483332,-268.85126912570126,163.71882902089482
152.0,3338.0,90.2686151314542,174.66712463033141,-2.6402574197116575,-89.63891031268793,630.3610896873121,-268.9854450041102,163.7270453851754
153.0,3339.0,68.18122457175437,184.27981226543994,-2.8213578179409127,-69.14052454713266,650.8594754528673,-268.98693670889634,163.72950018891433
154.0,3340.0,44.91010136097349,186.7278691910491,-2.938601455927417,-49.0065601192656,670.9934398807344,-268.97573132160164,163.73202197715545
155.0,3341.0,23.03795284095582,182.50763290936524,-2.9918477845976876,-29.57353392596781,690.4264660740322,-268.9721735432309,163.73471084380907
156.0,3342.0,4.780235203671378,173.28044740113194,-2.980943307934663,-11.383931282667959,708.616068717332,-268.962646643784,163.73747378569408
157.0,3343.0,-9.158705975521528,160.99593064435697,-2.9242811693563384,5.566079549247775,725.5660795492478,-268.95434089587246,163.74415684303338
158.0,3344.0,-18.922325525894742,147.2273018402353,-2.8171987595666144,21.32558712768946,741.3255871276895,-268.94275977187164,163.75346123781776
159.0,3345.0,-24.9117530941387,133.31548473983148,-2.6660307355169386,35.88576430243859,755.8857643024386,-268.92003397208043,163.7569146272699
160.0,3346.0,-27.839658172969905,120.06494846229589,-2.4721838391760445,49.34801588121661,769.3480158812166,-268.8974443465144,163.75901026472104
161.0,3347.0,-28.409833011672372,107.70349212509298,-2.2401103503066917,61.9392527217899,781.9392527217899,-268.87232186495294,163.76173802909506
162.0,3348.0,-27.141661683590755,96.36552917676543,-1.9808823419953463,73.90327802851016,793.9032780285102,-268.8464476395108,163.76426590962762
163.0,3349.0,-24.506874324794936,86.31503441030478,-1.697787992365978,85.22687568118386,805.2268756811839,-268.807070097816,163.77015827206256
164.0,3350.0,-20.903556805618965,77.53762808961076,-1.4051884767670533,95.82732684962684,815.8273268496268,-268.704435403268,163.77840562799568
165.0,3351.0,-16.73984583247659,70.08142111548165,-1.116673312274025,105.66642720118841,825.6664272011884,-268.72794609266975,163.79020618428603
166.0,3352.0,-12.311620429921472,63.874070071227685,-0.8455089357415517,114.87006595857258,834.8700659585725,-268.6672591259192,163.81050106947936
167.0,3353.0,-7.867305999216896,58.770652028111265,-0.5855227612151914,123.5039789247594,843.5039789247594,-268.64924392593565,163.82219363669478
168.0,3354.0,-3.373908439259772,54.44559658284056,-0.34911117952084325,131.77584454697057,851.7758445469706,-268.5898601157311,163.8306078333022
169.0,3355.0,1.1101840359088868,50.78536492616293,-0.1365136595636844,139.63309892369398,859.633098923694,-268.45493216448284,163.83676811834223
170.0,3356.0,5.493777830471547,47.73895306227073,0.04612379274986789,147.31178634193157,867.3117863419316,-268.3860596492612,163.84306795615632
171.0,3357.0,9.602949837326324,45.28237141014069,0.19921251014184688,154.68325035151827,874.6832503515183,-268.558530315517,163.84808326920424
172.0,3358.0,13.336966684975444,43.35740076036362,0.32346314607782123,161.3600311527225,881.3600311527225,-268.47084295788346,163.86989340798596
173.0,3359.0,16.75369843082353,41.83314209465192,0.4253920273979721,167.94585444144673,887.9458544414467,-268.5188619488722,163.89556327068547
174.0,3360.0,19.804622632236835,40.64321859028985,0.5070096286620138,174.02986213774238,894.0298621377424,-268.4105300347421,163.90188412512288
175.0,3361.0,22.455493491993458,39.73530680250995,0.5669471080014121,179.9523943282809,899.9523943282809,-268.596274232514,163.91853859116438
176.0,3362.0,24.62846373095153,39.0710088646379,0.609697719397104,-174.636893429015,905.363106570985,-268.5681336314732,163.94259096758606
177.0,3363.0,25.896967084244725,38.7258595320005,0.6327268032926274,-170.13442798524454,909.8655720147555,-268.3501947225077,163.95386932791376
178.0,3364.0,26.977369571732375,38.44043432273672,0.6507303971782221,-165.64065277071438,914.3593472292856,-268.5116336703779,163.96503022439217
179.0,3365.0,27.91262341206428,38.214353493750394,0.665019284349174,-161.26026342201942,918.7397365779805,-268.6500102463994,163.97510932424115
