elapsed_s,err_e_m,err_n_m,err_u_m,horizontal_error_m,reference_path_m
96.0,8.038031768713168,1.1429150515375364,-2.965024567689584,8.118879819893456,116.38283650439598
97.0,8.14791029751457,1.1921104552092254,-3.0361432571364735,8.234656614198501,117.53923922079626
98.0,8.214267635091716,1.2415584352812452,-3.123426625657334,8.307566438442324,118.7384933222024
99.0,8.368997101235095,1.2575630046340551,-3.118023729261959,8.462953219243603,119.94522027920246
100.0,8.424258369759926,1.3419584465016152,-3.1770167471174586,8.530473700364311,121.11399929356654
101.0,8.52405585724729,1.4133818864872598,-3.2301917842580794,8.640438450363623,122.25548887822931
102.0,8.591581576589633,1.5519157086374111,-3.250985342807736,8.730619471372576,123.36499218422989
103.0,8.594432897815537,1.6189316178113282,-3.2882641117970857,8.745582680313712,124.51721215203212
104.0,8.624401378164904,1.7327938633115076,-3.322853095521432,8.796753588933973,125.6672384595768
105.0,8.598282939722623,1.7763905308403667,-3.3680727807863327,8.779865194271744,126.83333778131389
106.0,8.607984511340135,1.886078665587078,-3.37113807513745,8.812189857251964,127.99781610257821
107.0,8.584065649358521,1.9463755834482805,-3.3837797227518105,8.80196347324508,129.08280802306598
108.0,8.590592915708456,2.0534429399169625,-3.4002790634536417,8.832605196142026,130.27891024433814
109.0,8.558868163580826,2.0936084462889837,-3.4752015880767626,8.81120993779685,131.3897085475153
110.0,8.542122968388398,2.1987546598668004,-3.5322826527583113,8.820566130433726,132.54263735754034
111.0,8.506491812923642,2.2730634893499655,-3.538125356149981,8.804954320719261,133.67156158499446
112.0,8.497716143953852,2.349479394628342,-3.5619491773838514,8.816531806158082,134.79283401174325
113.0,8.476298483158658,2.4436960327090542,-3.553570183124577,8.821524033627961,135.96366845355476
114.0,8.451572721169882,2.4910168914070567,-3.638520286153258,8.811029827125667,137.10985834247003
115.0,8.43147755417742,2.5760844578137405,-3.7187868188423745,8.816236435145507,138.25470516483776
116.0,8.419508825416585,2.7647965503632115,-3.7527774101528713,8.861841164575683,139.39444842741855
117.0,8.363118552018676,2.8366967659061633,-3.7671571306025697,8.831115470699126,140.5257096541695
118.0,8.337413944532983,2.9092363023771064,-3.8083492115390682,8.830409228657631,141.66109694932587
119.0,8.313584656024403,2.982309262168986,-3.8378969716248372,8.832318968883728,142.80257885641728
120.0,8.29787364426906,3.12522780590813,-3.921842391803166,8.866890991496199,143.95273481269007
121.0,8.268802496374406,3.169677391425445,-3.94980096426547,8.85550390942047,145.0432278728784
122.0,8.23726645740659,3.2430421629830963,-3.9864224094612926,8.852676497037594,146.13700169523142
123.0,8.195417380254113,3.3566629677694273,-3.9904750427254454,8.856187233554056,147.28634491767647
124.0,8.16252041231246,3.4072530299177544,-3.9886058012433327,8.845118014549115,148.39188660576764
125.0,8.144581617144766,3.4806315918166284,-4.043482721357458,8.85714434771639,149.50449570838617
126.0,8.114728083754699,3.5586371002849297,-4.113355463501254,8.860739804598797,150.6146606643722
