run_id,domain,sequence_id,case_id,method_id,retain_error_series,evaluator_versions,reason
RUN_03309,CORE,BY2,D34_seed_02,A07,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03310,CORE,BY2,D34_seed_02,A08,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03311,CORE,BY2,D34_seed_02,A09,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03312,CORE,BY2,D34_seed_03,F01,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03313,CORE,BY2,D34_seed_03,F02,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03314,CORE,BY2,D34_seed_03,F03,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03315,CORE,BY2,D34_seed_03,F04,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03316,CORE,BY2,D34_seed_03,A03,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03317,CORE,BY2,D34_seed_03,A04,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03318,CORE,BY2,D34_seed_03,A05,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03319,CORE,BY2,D34_seed_03,A06,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03320,CORE,BY2,D34_seed_03,A07,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03321,CORE,BY2,D34_seed_03,A08,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03322,CORE,BY2,D34_seed_03,A09,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03323,CORE,BY2,D34_seed_04,F01,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03324,CORE,BY2,D34_seed_04,F02,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03325,CORE,BY2,D34_seed_04,F03,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03326,CORE,BY2,D34_seed_04,F04,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03327,CORE,BY2,D34_seed_04,A03,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03328,CORE,BY2,D34_seed_04,A04,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03329,CORE,BY2,D34_seed_04,A05,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03330,CORE,BY2,D34_seed_04,A06,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03331,CORE,BY2,D34_seed_04,A07,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03332,CORE,BY2,D34_seed_04,A08,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03333,CORE,BY2,D34_seed_04,A09,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03334,CORE,BY2,D34_seed_05,F01,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03335,CORE,BY2,D34_seed_05,F02,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03336,CORE,BY2,D34_seed_05,F03,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03337,CORE,BY2,D34_seed_05,F04,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03338,CORE,BY2,D34_seed_05,A03,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03339,CORE,BY2,D34_seed_05,A04,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03340,CORE,BY2,D34_seed_05,A05,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03341,CORE,BY2,D34_seed_05,A06,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03342,CORE,BY2,D34_seed_05,A07,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03343,CORE,BY2,D34_seed_05,A08,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03344,CORE,BY2,D34_seed_05,A09,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03345,CORE,BY2,D34_seed_06,F01,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03346,CORE,BY2,D34_seed_06,F02,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03347,CORE,BY2,D34_seed_06,F03,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03348,CORE,BY2,D34_seed_06,F04,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03349,CORE,BY2,D34_seed_06,A03,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03350,CORE,BY2,D34_seed_06,A04,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03351,CORE,BY2,D34_seed_06,A05,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03352,CORE,BY2,D34_seed_06,A06,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03353,CORE,BY2,D34_seed_06,A07,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03354,CORE,BY2,D34_seed_06,A08,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03355,CORE,BY2,D34_seed_06,A09,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03356,CORE,BY2,D34_seed_07,F01,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03357,CORE,BY2,D34_seed_07,F02,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03358,CORE,BY2,D34_seed_07,F03,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03359,CORE,BY2,D34_seed_07,F04,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03360,CORE,BY2,D34_seed_07,A03,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03361,CORE,BY2,D34_seed_07,A04,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03362,CORE,BY2,D34_seed_07,A05,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03363,CORE,BY2,D34_seed_07,A06,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03364,CORE,BY2,D34_seed_07,A07,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03365,CORE,BY2,D34_seed_07,A08,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03366,CORE,BY2,D34_seed_07,A09,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03367,CORE,BY2,D34_seed_08,F01,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03368,CORE,BY2,D34_seed_08,F02,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03369,CORE,BY2,D34_seed_08,F03,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03370,CORE,BY2,D34_seed_08,F04,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03371,CORE,BY2,D34_seed_08,A03,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03372,CORE,BY2,D34_seed_08,A04,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03373,CORE,BY2,D34_seed_08,A05,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03374,CORE,BY2,D34_seed_08,A06,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03375,CORE,BY2,D34_seed_08,A07,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03376,CORE,BY2,D34_seed_08,A08,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03377,CORE,BY2,D34_seed_08,A09,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03378,CORE,BY2,D35_seed_00,F01,True,v3;v2,C00_AND_61_CASE_SEED_ZERO
RUN_03379,CORE,BY2,D35_seed_00,F02,True,v3;v2,C00_AND_61_CASE_SEED_ZERO
RUN_03380,CORE,BY2,D35_seed_00,F03,True,v3;v2,C00_AND_61_CASE_SEED_ZERO
RUN_03381,CORE,BY2,D35_seed_00,F04,True,v3;v2,C00_AND_61_CASE_SEED_ZERO
RUN_03382,CORE,BY2,D35_seed_00,A03,True,v3;v2,C00_AND_61_CASE_SEED_ZERO
RUN_03383,CORE,BY2,D35_seed_00,A04,True,v3;v2,C00_AND_61_CASE_SEED_ZERO
RUN_03384,CORE,BY2,D35_seed_00,A05,True,v3;v2,C00_AND_61_CASE_SEED_ZERO
RUN_03385,CORE,BY2,D35_seed_00,A06,True,v3;v2,C00_AND_61_CASE_SEED_ZERO
RUN_03386,CORE,BY2,D35_seed_00,A07,True,v3;v2,C00_AND_61_CASE_SEED_ZERO
RUN_03387,CORE,BY2,D35_seed_00,A08,True,v3;v2,C00_AND_61_CASE_SEED_ZERO
RUN_03388,CORE,BY2,D35_seed_00,A09,True,v3;v2,C00_AND_61_CASE_SEED_ZERO
RUN_03389,CORE,BY2,D35_seed_01,F01,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03390,CORE,BY2,D35_seed_01,F02,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03391,CORE,BY2,D35_seed_01,F03,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03392,CORE,BY2,D35_seed_01,F04,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03393,CORE,BY2,D35_seed_01,A03,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03394,CORE,BY2,D35_seed_01,A04,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03395,CORE,BY2,D35_seed_01,A05,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03396,CORE,BY2,D35_seed_01,A06,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03397,CORE,BY2,D35_seed_01,A07,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03398,CORE,BY2,D35_seed_01,A08,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03399,CORE,BY2,D35_seed_01,A09,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03400,CORE,BY2,D35_seed_02,F01,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03401,CORE,BY2,D35_seed_02,F02,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03402,CORE,BY2,D35_seed_02,F03,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03403,CORE,BY2,D35_seed_02,F04,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03404,CORE,BY2,D35_seed_02,A03,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03405,CORE,BY2,D35_seed_02,A04,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03406,CORE,BY2,D35_seed_02,A05,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03407,CORE,BY2,D35_seed_02,A06,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03408,CORE,BY2,D35_seed_02,A07,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03409,CORE,BY2,D35_seed_02,A08,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03410,CORE,BY2,D35_seed_02,A09,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03411,CORE,BY2,D35_seed_03,F01,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03412,CORE,BY2,D35_seed_03,F02,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03413,CORE,BY2,D35_seed_03,F03,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03414,CORE,BY2,D35_seed_03,F04,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03415,CORE,BY2,D35_seed_03,A03,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03416,CORE,BY2,D35_seed_03,A04,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03417,CORE,BY2,D35_seed_03,A05,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03418,CORE,BY2,D35_seed_03,A06,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03419,CORE,BY2,D35_seed_03,A07,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03420,CORE,BY2,D35_seed_03,A08,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03421,CORE,BY2,D35_seed_03,A09,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03422,CORE,BY2,D35_seed_04,F01,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03423,CORE,BY2,D35_seed_04,F02,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03424,CORE,BY2,D35_seed_04,F03,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03425,CORE,BY2,D35_seed_04,F04,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03426,CORE,BY2,D35_seed_04,A03,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03427,CORE,BY2,D35_seed_04,A04,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03428,CORE,BY2,D35_seed_04,A05,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03429,CORE,BY2,D35_seed_04,A06,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03430,CORE,BY2,D35_seed_04,A07,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03431,CORE,BY2,D35_seed_04,A08,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03432,CORE,BY2,D35_seed_04,A09,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03433,CORE,BY2,D35_seed_05,F01,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03434,CORE,BY2,D35_seed_05,F02,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03435,CORE,BY2,D35_seed_05,F03,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03436,CORE,BY2,D35_seed_05,F04,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03437,CORE,BY2,D35_seed_05,A03,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03438,CORE,BY2,D35_seed_05,A04,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03439,CORE,BY2,D35_seed_05,A05,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03440,CORE,BY2,D35_seed_05,A06,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03441,CORE,BY2,D35_seed_05,A07,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03442,CORE,BY2,D35_seed_05,A08,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03443,CORE,BY2,D35_seed_05,A09,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03444,CORE,BY2,D35_seed_06,F01,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03445,CORE,BY2,D35_seed_06,F02,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03446,CORE,BY2,D35_seed_06,F03,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03447,CORE,BY2,D35_seed_06,F04,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03448,CORE,BY2,D35_seed_06,A03,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03449,CORE,BY2,D35_seed_06,A04,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03450,CORE,BY2,D35_seed_06,A05,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03451,CORE,BY2,D35_seed_06,A06,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03452,CORE,BY2,D35_seed_06,A07,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03453,CORE,BY2,D35_seed_06,A08,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03454,CORE,BY2,D35_seed_06,A09,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03455,CORE,BY2,D35_seed_07,F01,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03456,CORE,BY2,D35_seed_07,F02,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03457,CORE,BY2,D35_seed_07,F03,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03458,CORE,BY2,D35_seed_07,F04,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03459,CORE,BY2,D35_seed_07,A03,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03460,CORE,BY2,D35_seed_07,A04,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03461,CORE,BY2,D35_seed_07,A05,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03462,CORE,BY2,D35_seed_07,A06,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03463,CORE,BY2,D35_seed_07,A07,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03464,CORE,BY2,D35_seed_07,A08,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03465,CORE,BY2,D35_seed_07,A09,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03466,CORE,BY2,D35_seed_08,F01,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03467,CORE,BY2,D35_seed_08,F02,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03468,CORE,BY2,D35_seed_08,F03,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03469,CORE,BY2,D35_seed_08,F04,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03470,CORE,BY2,D35_seed_08,A03,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03471,CORE,BY2,D35_seed_08,A04,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03472,CORE,BY2,D35_seed_08,A05,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03473,CORE,BY2,D35_seed_08,A06,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03474,CORE,BY2,D35_seed_08,A07,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03475,CORE,BY2,D35_seed_08,A08,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03476,CORE,BY2,D35_seed_08,A09,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03477,CORE,BY2,D36_seed_00,F01,True,v3;v2,C00_AND_61_CASE_SEED_ZERO
RUN_03478,CORE,BY2,D36_seed_00,F02,True,v3;v2,C00_AND_61_CASE_SEED_ZERO
RUN_03479,CORE,BY2,D36_seed_00,F03,True,v3;v2,C00_AND_61_CASE_SEED_ZERO
RUN_03480,CORE,BY2,D36_seed_00,F04,True,v3;v2,C00_AND_61_CASE_SEED_ZERO
RUN_03481,CORE,BY2,D36_seed_00,A03,True,v3;v2,C00_AND_61_CASE_SEED_ZERO
RUN_03482,CORE,BY2,D36_seed_00,A04,True,v3;v2,C00_AND_61_CASE_SEED_ZERO
RUN_03483,CORE,BY2,D36_seed_00,A05,True,v3;v2,C00_AND_61_CASE_SEED_ZERO
RUN_03484,CORE,BY2,D36_seed_00,A06,True,v3;v2,C00_AND_61_CASE_SEED_ZERO
RUN_03485,CORE,BY2,D36_seed_00,A07,True,v3;v2,C00_AND_61_CASE_SEED_ZERO
RUN_03486,CORE,BY2,D36_seed_00,A08,True,v3;v2,C00_AND_61_CASE_SEED_ZERO
RUN_03487,CORE,BY2,D36_seed_00,A09,True,v3;v2,C00_AND_61_CASE_SEED_ZERO
RUN_03488,CORE,BY2,D36_seed_01,F01,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03489,CORE,BY2,D36_seed_01,F02,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03490,CORE,BY2,D36_seed_01,F03,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03491,CORE,BY2,D36_seed_01,F04,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03492,CORE,BY2,D36_seed_01,A03,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03493,CORE,BY2,D36_seed_01,A04,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03494,CORE,BY2,D36_seed_01,A05,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03495,CORE,BY2,D36_seed_01,A06,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03496,CORE,BY2,D36_seed_01,A07,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03497,CORE,BY2,D36_seed_01,A08,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03498,CORE,BY2,D36_seed_01,A09,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03499,CORE,BY2,D36_seed_02,F01,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03500,CORE,BY2,D36_seed_02,F02,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03501,CORE,BY2,D36_seed_02,F03,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03502,CORE,BY2,D36_seed_02,F04,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03503,CORE,BY2,D36_seed_02,A03,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03504,CORE,BY2,D36_seed_02,A04,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03505,CORE,BY2,D36_seed_02,A05,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03506,CORE,BY2,D36_seed_02,A06,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03507,CORE,BY2,D36_seed_02,A07,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03508,CORE,BY2,D36_seed_02,A08,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03509,CORE,BY2,D36_seed_02,A09,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03510,CORE,BY2,D36_seed_03,F01,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03511,CORE,BY2,D36_seed_03,F02,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03512,CORE,BY2,D36_seed_03,F03,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03513,CORE,BY2,D36_seed_03,F04,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03514,CORE,BY2,D36_seed_03,A03,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03515,CORE,BY2,D36_seed_03,A04,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03516,CORE,BY2,D36_seed_03,A05,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03517,CORE,BY2,D36_seed_03,A06,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03518,CORE,BY2,D36_seed_03,A07,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03519,CORE,BY2,D36_seed_03,A08,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
RUN_03520,CORE,BY2,D36_seed_03,A09,False,v3;v2,OMIT_CORE_NON_RETAINED_ERROR_SERIES_ONLY
