sequence_id,method_id,start_convention,evaluator_contract,segment_id,window_start_s,window_end_s,count,error_series_source,endpoint_policy,status,h_rmse_m,position_3d_rmse_m,up_rmse_m,yaw_rmse_deg,roll_rmse_deg,pitch_rmse_deg,yaw_p95_absolute_deg,yaw_median_absolute_deg,data_mode,synthetic_data_used,semisynthetic_data_used,frozen_source_table,configuration_id,variant,delta_vs_frozen_h_rmse_m,delta_vs_frozen_position_3d_rmse_m,delta_vs_frozen_up_rmse_m,delta_vs_frozen_yaw_rmse_deg,delta_vs_frozen_yaw_p95_absolute_deg,delta_vs_frozen_roll_rmse_deg,delta_vs_frozen_pitch_rmse_deg,delta_vs_frozen_body_forward_bias_m,delta_vs_frozen_body_right_bias_m,delta_vs_frozen_body_up_bias_m,delta_vs_frozen_output_epoch_count,delta_vs_frozen_matched_epoch_count,delta_vs_frozen_coverage_ratio,delta_vs_frozen_gap_events_in_window,delta_vs_frozen_gnss2_pacc_inflated_epochs,delta_vs_frozen_gnss2_float_epochs,delta_vs_t5a_r5_h_rmse_m,delta_vs_t5a_r5_position_3d_rmse_m,delta_vs_t5a_r5_up_rmse_m,delta_vs_t5a_r5_yaw_rmse_deg,delta_vs_t5a_r5_yaw_p95_absolute_deg,delta_vs_t5a_r5_roll_rmse_deg,delta_vs_t5a_r5_pitch_rmse_deg,delta_vs_t5a_r5_body_forward_bias_m,delta_vs_t5a_r5_body_right_bias_m,delta_vs_t5a_r5_body_up_bias_m,delta_vs_t5a_r5_output_epoch_count,delta_vs_t5a_r5_matched_epoch_count,delta_vs_t5a_r5_coverage_ratio,delta_vs_t5a_r5_gap_events_in_window,delta_vs_t5a_r5_gnss2_pacc_inflated_epochs,delta_vs_t5a_r5_gnss2_float_epochs,role
BY2O,F04,FROZEN_V21_RUNTIME_CONFIG,evaluator_contract_v2,inside_union,3186.0,3563.0,10366,<T5A_SCRATCH>/04_EVAL/v2/BY2O/F04/R5/FROZEN_EVALUATOR/error_series.csv.gz,UNION_OF_CLOSED_OCCLUSIONS,AVAILABLE,0.13998818047173156,0.34481204903366985,0.31511689654319053,0.9799785484386794,0.9222777920610634,1.1605302982968724,2.632737225475246,0.2003190774598806,real_raw,False,False,<CLEAN_ROOT>/stages/CLEAN7_T5A_HEADING_SENSITIVITY/T5A_R/05_AGGREGATE/BY2O_SEGMENTS_BY_VARIANT.csv,F04,T5A_R5,0.00121549134100926,0.00049204699633125,4.0291833947E-7,-0.9522807935121336,0.069561086444672,0.0068293746941031,-0.0038849573161983,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0E-17,0E-17,0E-17,0E-16,0E-15,0E-16,0E-16,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,SENSITIVITY_OUTSIDE_FROZEN_CHAIN
BY2O,F04,FROZEN_V21_RUNTIME_CONFIG,evaluator_contract_v2,outside,3186.0,3563.0,66182,<T5A_SCRATCH>/04_EVAL/v2/BY2O/F04/R5/FROZEN_EVALUATOR/error_series.csv.gz,CLOSED_WINDOW_MINUS_CLOSED_OCCLUSIONS,AVAILABLE,0.14750863505206516,0.3571842014375006,0.325302561228192,2.5885939307825425,1.5792164041097885,1.7641409760375983,4.078878676694759,1.2196693530531917,real_raw,False,False,<CLEAN_ROOT>/stages/CLEAN7_T5A_HEADING_SENSITIVITY/T5A_R/05_AGGREGATE/BY2O_SEGMENTS_BY_VARIANT.csv,F04,T5A_R5,0.00087949182951178,0.00036356051223255,0.0000013713315993,-0.7637034011372575,-2.948772269177652,0.0007075207994754,-0.0008013920502248,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0E-17,0E-16,0E-15,0E-16,0E-15,0E-16,0E-16,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,SENSITIVITY_OUTSIDE_FROZEN_CHAIN
BY2O,F02,FROZEN_V21_RUNTIME_CONFIG,evaluator_contract_v2,full,3186.0,3563.0,76548,<T5BC_SCRATCH>/06_EVAL/v2/BY2O__F02__B3__SEQUENCE,CLOSED,AVAILABLE,0.14795607650011386,0.35652419924904727,0.32437401880678857,2.2253414558582603,1.4801577784088988,1.7450619554171338,3.47889096150067,1.1762176033939653,real_raw,False,False,,F02,B3,0.00282809568404824,0.00159569509175911,0.00047262602253123,-0.6744000699614037,-2.000713423245065,-0.3940314267096550,0.0087832985466008,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0.00193594518810528,0.00123832736274537,0.00048179597080647,-0.0841495308642927,-0.0838482197778663,-0.3993055808597164,0.0138515637542428,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,SENSITIVITY_OUTSIDE_FROZEN_CHAIN
BY2O,F02,FROZEN_V21_RUNTIME_CONFIG,evaluator_contract_v2,occlusion_primary,3369.94,3411.95,7612,<T5BC_SCRATCH>/06_EVAL/v2/BY2O__F02__B3__SEQUENCE,CLOSED,AVAILABLE,0.14085291688953294,0.3396551617163319,0.30907294395378243,1.6473657908526145,1.0251495971227362,0.5013231001984226,2.140760612645187,1.6508989247368788,real_raw,False,False,,F02,B3,0.00497954110264378,0.0028130846732556,0.00085060436924078,0.2183746476483970,-0.0546035829038114,-0.6901592139500468,0.2196110956238076,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0.00382441378047166,0.00234784762120014,0.00085319527151213,0.7843288242826726,0.906258894932205,-0.7081326537371138,0.2340504561294500,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,SENSITIVITY_OUTSIDE_FROZEN_CHAIN
BY2O,F02,FROZEN_V21_RUNTIME_CONFIG,evaluator_contract_v2,occlusion_secondary,3495.94,3508.94,2754,<T5BC_SCRATCH>/06_EVAL/v2/BY2O__F02__B3__SEQUENCE,CLOSED,AVAILABLE,0.13605752074633046,0.3586359533304881,0.331825402990232,1.8563136685515083,0.9157473204788059,2.5364384313011565,3.0409187448515196,1.59124066257543,real_raw,False,False,,F02,B3,0.00630959847468026,0.00291673952911227,0.0006130304350106,0.0469072470116090,-0.0514162840441488,-0.2820738006418248,0.0100022120653045,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0.00481815319981039,0.0023785175325460,0.0006221587921803,0.2771019540158483,0.3324891933765040,-0.2944605445513272,0.0295724980446215,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,SENSITIVITY_OUTSIDE_FROZEN_CHAIN
BY2O,F02,FROZEN_V21_RUNTIME_CONFIG,evaluator_contract_v2,inside_union,3186.0,3563.0,10366,<T5BC_SCRATCH>/06_EVAL/v2/BY2O__F02__B3__SEQUENCE,UNION_OF_CLOSED_OCCLUSIONS,AVAILABLE,0.1395949639788577,0.34479984523726454,0.3152779397728026,1.7053773818025535,0.9972554282599257,1.376149427916308,2.632380952772408,1.6490558433494868,real_raw,False,False,,F02,B3,0.00532171473115985,0.00284089591001930,0.00078371476786065,0.1661204833196239,0.037229527905289,-0.5970390905108967,0.0517413499230996,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0.00408037041368836,0.00235562594064954,0.00078813348246336,0.6055951403885871,0.3332340413530943,-0.6137117125836123,0.0638743686109893,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,SENSITIVITY_OUTSIDE_FROZEN_CHAIN
BY2O,F02,FROZEN_V21_RUNTIME_CONFIG,evaluator_contract_v2,outside,3186.0,3563.0,66182,<T5BC_SCRATCH>/06_EVAL/v2/BY2O__F02__B3__SEQUENCE,CLOSED_WINDOW_MINUS_CLOSED_OCCLUSIONS,AVAILABLE,0.14922323736901377,0.35832582273368513,0.3257757214202484,2.296141854515417,1.542157441069202,1.7959933066247225,3.7812995082172036,1.0176843079590299,real_raw,False,False,,F02,B3,0.00246780040184387,0.00140860082364273,0.0004255331360591,-0.762356339064625,-2.8526115603859144,-0.372168001840789,0.0037570584066023,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0.00162535356331494,0.00107038891394723,0.0004354231327344,-0.149204949629187,-0.1115703884024684,-0.3759587754246756,0.0080350589593970,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,SENSITIVITY_OUTSIDE_FROZEN_CHAIN
BY2O,A04,FROZEN_V21_RUNTIME_CONFIG,evaluator_contract_v2,full,3186.0,3563.0,76548,<T5BC_SCRATCH>/06_EVAL/v2/BY2O__A04__B3__SEQUENCE,CLOSED,AVAILABLE,0.14601465606159209,0.3547659241829769,0.3233242662971907,2.5163271514193757,1.4188998357927465,1.6733537613696052,3.8201495735394406,1.0869722472040735,real_raw,False,False,,A04,B3,0.00101531403033365,0.0004481795055327,0.00003452782129555,-0.6725045825238993,-2.2955163811173064,-0.0304537322906801,-0.0058940782814354,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,SENSITIVITY_OUTSIDE_FROZEN_CHAIN
BY2O,A04,FROZEN_V21_RUNTIME_CONFIG,evaluator_contract_v2,occlusion_primary,3369.94,3411.95,7612,<T5BC_SCRATCH>/06_EVAL/v2/BY2O__A04__B3__SEQUENCE,CLOSED,AVAILABLE,0.13951565200204794,0.3397491333111505,0.3097819498165142,0.26019756682580364,0.7431398537045791,0.3027316767361513,0.5141672187351588,0.15432848245374936,real_raw,False,False,,A04,B3,0.00118218004849030,0.00050111879606704,0.00001903097421547,-1.83365446095472006,-2.0508964607433742,0.0017133749392994,0.03602142333104273,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,SENSITIVITY_OUTSIDE_FROZEN_CHAIN
BY2O,A04,FROZEN_V21_RUNTIME_CONFIG,evaluator_contract_v2,occlusion_secondary,3495.94,3508.94,2754,<T5BC_SCRATCH>/06_EVAL/v2/BY2O__A04__B3__SEQUENCE,CLOSED,AVAILABLE,0.14849614895810023,0.36083506432542023,0.3288629462121627,1.7435968791935512,0.9788062391177382,2.2232957674185245,2.8936104741203077,1.4634226490818776,real_raw,False,False,,A04,B3,0.00166495552623077,0.00068646111004043,0.0000048962371591,0.4406378304786027,0.5258589518778687,0.0128544255810663,0.0190084545537005,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,SENSITIVITY_OUTSIDE_FROZEN_CHAIN
BY2O,A04,FROZEN_V21_RUNTIME_CONFIG,evaluator_contract_v2,inside_union,3186.0,3563.0,10366,<T5BC_SCRATCH>/06_EVAL/v2/BY2O__A04__B3__SEQUENCE,UNION_OF_CLOSED_OCCLUSIONS,AVAILABLE,0.14195698600958379,0.3454767257342343,0.31496409660010805,0.9259622621810668,0.8124466397498326,1.174967057652057,2.487209707000489,0.21815945283306343,real_raw,False,False,,A04,B3,0.00131577793839839,0.0005523602468405,0.00001510311202158,-0.9898856813398116,-0.060557175337123,0.0052538937065760,0.0160342109785834,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,SENSITIVITY_OUTSIDE_FROZEN_CHAIN
BY2O,A04,FROZEN_V21_RUNTIME_CONFIG,evaluator_contract_v2,outside,3186.0,3563.0,66182,<T5BC_SCRATCH>/06_EVAL/v2/BY2O__A04__B3__SEQUENCE,CLOSED_WINDOW_MINUS_CLOSED_OCCLUSIONS,AVAILABLE,0.1466400336044848,0.35619893668960867,0.3246142064717492,2.681299220118515,1.4917197511862,1.7385216285504532,4.308507237762659,1.2275251777402048,real_raw,False,False,,A04,B3,0.00096989271393128,0.00043238400573937,0.0000374820112749,-0.6633156139255526,-2.719616829764572,-0.0339247088555574,-0.0082394904557268,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,SENSITIVITY_OUTSIDE_FROZEN_CHAIN
BY2O,F04,FROZEN_V21_RUNTIME_CONFIG,evaluator_contract_v2,full,3186.0,3563.0,76548,<T5BC_SCRATCH>/06_EVAL/v2/BY2O__F04__R5W__SEQUENCE,CLOSED,AVAILABLE,0.1467103407624416,0.35561850769321646,0.32394536410839175,2.2467811457943987,1.5059612365545212,1.694332640935562,3.477591515740718,0.9263400547884117,real_raw,False,False,,F04,R5W,0.00112028461777063,0.00046492372035646,0.00000462298347719,-0.9503553465565073,-2.641287390490909,0.0000540117607904,-0.0017803523826158,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0.00019751335080736,0.00008451759102076,0.00000337929963489,-0.1870337870293153,-0.231651781902801,-0.0011511516075160,-0.0006986134568082,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,SENSITIVITY_OUTSIDE_FROZEN_CHAIN
BY2O,F04,FROZEN_V21_RUNTIME_CONFIG,evaluator_contract_v2,occlusion_primary,3369.94,3411.95,7612,<T5BC_SCRATCH>/06_EVAL/v2/BY2O__F04__R5W__SEQUENCE,CLOSED,AVAILABLE,0.13901687867836807,0.33937704991175577,0.30959827106967225,0.8279924930086653,0.9210260651693595,0.24165025061973489,1.2391282264964374,0.8125366260167937,real_raw,False,False,,F04,R5W,0.00151856598138981,0.00062416779317232,0.00000542691927705,-1.2857095925734507,-1.3405599412333146,0.0061844061834923,0.01034725487561829,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0.00038513177774164,0.00016237664508950,0.00000525869585949,0.5954784109281354,0.77285764013755194,-0.0043904830236390,0.00209418900795217,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,SENSITIVITY_OUTSIDE_FROZEN_CHAIN
BY2O,F04,FROZEN_V21_RUNTIME_CONFIG,evaluator_contract_v2,occlusion_secondary,3495.94,3508.94,2754,<T5BC_SCRATCH>/06_EVAL/v2/BY2O__F04__R5W__SEQUENCE,CLOSED,AVAILABLE,0.1437124163648168,0.3598503893940621,0.3299076296929849,1.9198840141534324,0.9133503930617942,2.2122028885720506,3.104185563370295,1.6702475631966678,real_raw,False,False,,F04,R5W,0.00147675781287502,0.0005914524528811,0.00000461180984565,0.6142959831855582,0.734604043827852,-0.0037730040128197,-0.0139068240526004,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0.00004168200216673,0.0000199445768134,0.00000359954925375,0.0583418199545204,0.0639615471499923,-0.0001958459717483,-0.0038354900114634,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,SENSITIVITY_OUTSIDE_FROZEN_CHAIN
BY2O,F04,FROZEN_V21_RUNTIME_CONFIG,evaluator_contract_v2,inside_union,3186.0,3563.0,10366,<T5BC_SCRATCH>/06_EVAL/v2/BY2O__F04__R5W__SEQUENCE,UNION_OF_CLOSED_OCCLUSIONS,AVAILABLE,0.1402797039095367,0.3449348864112126,0.31512169162812137,1.2176625501642,0.9189930750259611,1.158903881606633,2.7001954950654583,0.8387327590367448,real_raw,False,False,,F04,R5W,0.0015070147788144,0.0006148843738740,0.00000519800327031,-0.714596791786613,0.1370193560348843,0.0035446576590008,-0.0055113740064377,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0.00029152343780514,0.00012283737754275,0.00000479508493084,0.2376840017255206,0.0674582695902123,-0.0032847170351023,-0.0016264166902394,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,SENSITIVITY_OUTSIDE_FROZEN_CHAIN
BY2O,F04,FROZEN_V21_RUNTIME_CONFIG,evaluator_contract_v2,outside,3186.0,3563.0,66182,<T5BC_SCRATCH>/06_EVAL/v2/BY2O__F04__R5W__SEQUENCE,CLOSED_WINDOW_MINUS_CLOSED_OCCLUSIONS,AVAILABLE,0.14769220304192276,0.3572629314256405,0.3253057259432507,2.3677959070820815,1.5782458547013605,1.7635321133631812,3.7972101256513966,1.0001882315921193,real_raw,False,False,,F04,R5W,0.00106305981936938,0.00044229050037245,0.0000045360466580,-0.9845014248377185,-3.2304408202210144,-0.0002630286089526,-0.0014102547246419,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0.00018356798985760,0.0000787299881399,0.0000031647150587,-0.2207980237004610,-0.2816685510433624,-0.0009705494084280,-0.0006088626744171,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,SENSITIVITY_OUTSIDE_FROZEN_CHAIN
BY2O,F04,FROZEN_V21_RUNTIME_CONFIG,evaluator_contract_v2,full,3186.0,3563.0,76548,<T5BC_SCRATCH>/06_EVAL/v2/BY2O__F04__R5SIGMA__SEQUENCE,CLOSED,AVAILABLE,0.14668285046378798,0.35560597117066306,0.32394405089775685,2.3112956895809607,1.50642779707208,1.6945556997391427,3.5448657860089603,0.9531472956236655,real_raw,False,False,,F04,R5SIGMA,0.00109279431911701,0.00045238719780306,0.00000330977284229,-0.8858408027699453,-2.5740131202226667,0.0005205722783492,-0.0015572935790351,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0.00017002305215374,0.00007198106846736,0.00000206608899999,-0.1225192432427533,-0.1643775116345587,-0.0006845910899572,-0.0004755546532275,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,SENSITIVITY_OUTSIDE_FROZEN_CHAIN
BY2O,F04,FROZEN_V21_RUNTIME_CONFIG,evaluator_contract_v2,occlusion_primary,3369.94,3411.95,7612,<T5BC_SCRATCH>/06_EVAL/v2/BY2O__F04__R5SIGMA__SEQUENCE,CLOSED,AVAILABLE,0.13898600992938742,0.3393625615769053,0.3095962487562584,0.7922860426877008,0.923164313216818,0.24131320053807678,1.1900003213600086,0.7775584156150614,real_raw,False,False,,F04,R5SIGMA,0.00148769723240916,0.00060967945832185,0.0000034046058632,-1.3214160428944152,-1.3896878463697434,0.0083226542309508,0.01001020479396018,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0.00035426302876099,0.00014788831023903,0.00000323638244564,0.5597719606071709,0.72372973500112314,-0.0022522349761805,0.00175713892629406,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,SENSITIVITY_OUTSIDE_FROZEN_CHAIN
BY2O,F04,FROZEN_V21_RUNTIME_CONFIG,evaluator_contract_v2,occlusion_secondary,3495.94,3508.94,2754,<T5BC_SCRATCH>/06_EVAL/v2/BY2O__F04__R5SIGMA__SEQUENCE,CLOSED,AVAILABLE,0.14376306397544478,0.35986919070520074,0.3299060712615158,1.9941761347566551,0.9131860935655338,2.213206501463242,3.190752214870298,1.7560310223508822,real_raw,False,False,,F04,R5SIGMA,0.00152740542350300,0.00061025376401974,0.00000305337837655,0.6885881037887809,0.821170695327855,-0.0039373035090801,-0.012903211161409,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0.00009232961279471,0.00003874588795204,0.00000204111778465,0.1326339405577431,0.1505281986499953,-0.0003601454680087,-0.002831877120272,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,SENSITIVITY_OUTSIDE_FROZEN_CHAIN
BY2O,F04,FROZEN_V21_RUNTIME_CONFIG,evaluator_contract_v2,inside_union,3186.0,3563.0,10366,<T5BC_SCRATCH>/06_EVAL/v2/BY2O__F04__R5SIGMA__SEQUENCE,UNION_OF_CLOSED_OCCLUSIONS,AVAILABLE,0.14027103010645445,0.34492963008336325,0.3151197991594942,1.2318573726901278,0.9205238880081333,1.1593613092620287,2.7863388845654384,0.8048867909070196,real_raw,False,False,,F04,R5SIGMA,0.00149834097573215,0.00060962804602465,0.00000330553464314,-0.7004019692606852,0.2231627455348644,0.0050754706411730,-0.0050539463510420,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0.00028284963472289,0.00011758104969340,0.00000290261630367,0.2518788242514484,0.1536016590901924,-0.0017539040529301,-0.0011689890348437,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,SENSITIVITY_OUTSIDE_FROZEN_CHAIN
BY2O,F04,FROZEN_V21_RUNTIME_CONFIG,evaluator_contract_v2,outside,3186.0,3563.0,66182,<T5BC_SCRATCH>/06_EVAL/v2/BY2O__F04__R5SIGMA__SEQUENCE,CLOSED_WINDOW_MINUS_CLOSED_OCCLUSIONS,AVAILABLE,0.1476619085488331,0.35724929293611674,0.32530450053307197,2.437443790528079,1.5786210804802938,1.76373289930948,3.867476633578757,1.030597998912583,real_raw,False,False,,F04,R5SIGMA,0.00103276532627972,0.00042865201084869,0.00000331063647927,-0.914853541391721,-3.160174312293654,0.0001121971699807,-0.0012094687783431,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0.00015327349676794,0.00006509149861614,0.00000193930487997,-0.1511501402544635,-0.211402043116002,-0.0005953236294947,-0.0004080767281183,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,SENSITIVITY_OUTSIDE_FROZEN_CHAIN
BY2O,F04,FROZEN_V21_RUNTIME_CONFIG,evaluator_contract_v2,full,3186.0,3563.0,76548,<T5BC_SCRATCH>/06_EVAL/v2/BY2O__F04__B3__SEQUENCE,CLOSED,AVAILABLE,0.14669099410891023,0.35565209496566924,0.32399099509216156,2.517171899391886,1.4680457636620576,1.6915891667916525,3.82389132343884,1.0859702429693243,real_raw,False,False,,F04,B3,0.00110093796423926,0.00049851099280924,0.00005025396724700,-0.679964592959020,-2.294987582792787,-0.0378614611316732,-0.0045238265265253,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0.00017816669727599,0.00011810486347354,0.00004901028340470,0.083356966568172,0.114648025795321,-0.0390666244999796,-0.0034420876007177,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,SENSITIVITY_OUTSIDE_FROZEN_CHAIN
